,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_674,0.001623851,0,0,0,0,0,0,0.007280537,0,0,0,0,0.087397025,0.086503778,0.099056527,0.121891347,0.282549145,0.238370905
OTU_603,0,0,0,0,0,0,0.0104798,0.003640269,0.001626783,0,0,0,0,0.003264294,0,0.001692935,0.001722861,0
OTU_420,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0.040461586,0.016321468,0.008119387,0.008464677,0.010337164,0.008513247
OTU_401,0,0,0.001877476,0.001573242,0.006118079,0.003209294,0.003493267,0,0,0.001687764,0.009364903,0.003300112,0,0,0,0,0.003445721,0
OTU_590,0,0,0,0,0,0,0,0,0,0,0,0.001650056,0.174794051,0.248086308,0.08444163,0.230239212,0.125768827,0.037458285
OTU_461,0.001623851,0,0.037549518,0,0,0,0.0052399,0.01274094,0.079712385,0,0,0,0.014566171,0.022850055,0.105552037,0.338587076,0.236031907,0.061295376
OTU_618,0,0,0,0,0,0,0.003493267,0,0.232630021,0,0,0,0.097107806,0.11588242,0.186745912,0.106654929,0.084420171,0.066403324
OTU_556,0,0,0,0,0,0,0.001746633,0,0,0,0,0.004950168,0.422418955,0.006528587,0.03897306,0.145592443,0.18951467,0.086835115
OTU_459,0,0.005089663,0,0,0,0,0.012226434,0.001820134,0.001626783,0.006751055,0.009364903,0.006600224,0.001618463,0.001632147,0,0.001692935,0,0.001702649
OTU_488,0,0.001696554,0,0,0.00152952,0,0.003493267,0,0,0.001687764,0.001560817,0.003300112,0,0,0,0,0,0
OTU_485,0,0,0.001877476,0,0.00152952,0,0.251515204,0.083726179,0.037416017,0.037130802,0.026533893,0.044551515,0.22172949,0.019585761,0.029229795,0.011850548,0.05513154,0.078321869
OTU_587,0,0.01187588,0,0,0,0,0.0104798,0.007280537,0,0.001687764,0.003121634,0.001650056,0,0,0,0,0,0.001702649
OTU_888,0,0,0,0,0,0,0,0,0,0,0,0,0.098726269,0.141996768,0.292297949,0.213309858,0.02584291,0.091943063
OTU_535,0,0,0,0.001573242,0,0.001604647,0.006986533,0.010920806,0.001626783,0.005063291,0.001560817,0.006600224,0.001618463,0.009792881,0.008119387,0.011850548,0.012060024,0.013621195
OTU_423,0,0,0,0,0,0,0,0,0,0,0,0,0.009710781,0.066918017,0.602458551,0.082953834,0.001722861,0.091943063
OTU_417,0.189990582,0.100096704,0.016897283,0.045624027,0.143774855,0.235883118,0.013973067,0.030942284,0.008133917,0.028691983,0.012486538,0.018150617,0,0,0,0,0,0
OTU_760,0.008119256,0.003393109,0.007509904,0,0.006118079,0.001604647,0.001746633,0,0,0,0.007804086,0.003300112,0.058264684,0.05549299,0.047092447,0.098190252,0.444498045,0.132806647
OTU_429,0,0,0,0,0,0,0.001746633,0.001820134,0,0.005063291,0.001560817,0,0,0,0,0,0,0
OTU_541,0.14452275,0.086524269,0.046936898,0.036184573,0.198837565,0.006418588,0.022706234,0.049143627,0.029282101,0.040506329,0.023412259,0.05940202,0.011329244,0.042435816,0.01299102,0.02200816,0.008614303,0.006810597
OTU_606,0.003247702,0,0,0.003146485,0.00152952,0.006418588,0,0.005460403,0.006507133,0.010126582,0.004682452,0.016500561,0.009710781,0,0.004871632,0.001692935,0,0.005107948
OTU_489,0,0,0,0,0,0,0,0.001820134,0,0.001687764,0.003121634,0.001650056,0,0,0,0,0,0
OTU_576,0,0,0,0,0,0,0.001746633,0.001820134,0.003253567,0.001687764,0.003121634,0.041251403,0.032369269,0.075078751,0.022734285,0.032165772,0.051685819,0.02553974
OTU_858,0.001623851,0,0,0.289476582,0.033649434,0.006418588,0.001746633,0.010920806,0.035789234,0.035443038,0.026533893,0.033001122,0.001618463,0.001632147,0,0.001692935,0.031011491,0.008513247
OTU_462,0,0,0,0,0,0,0.003493267,0,0,0.001687764,0.001560817,0.001650056,0,0,0,0,0,0
OTU_411,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0,0.003300112,0,0,0,0,0,0
OTU_492,0,0,0,0,0,0,0.001746633,0.009100672,0.00488035,0,0.012486538,0.009900337,0,0,0,0,0,0
OTU_915,0.053587087,0.072951835,0.043181946,0.015732423,0.048944631,0.062581235,0.045412467,0.056424164,0.063444551,0.021940928,0.059311055,0.026400898,0.153754026,0.008160734,0.014614897,0.018622289,0.032734352,0.023837091
OTU_449,0,0,0,0,0,0,0,0,0,0.006751055,0,0,0,0,0,0,0,0
OTU_552,0.077944854,0.093310486,0.073221561,0.056636723,0.139186296,0.085046294,0.047159101,0.060064433,0.055310634,0.015189873,0.0452637,0.031351066,0,0.003264294,0.001623877,0.005078806,0.008614303,0.008513247
OTU_458,0.003247702,0.01187588,0.001877476,0,0.006118079,0,0.178156603,0.151071149,0.013014267,0.205907173,0.121743745,0.094053198,0.003236927,0.021217908,0.001623877,0.006771742,0.003445721,0
OTU_479,0,0,0,0,0,0,0,0,0,0,0,0.003300112,0,0,0,0,0,0
OTU_456,0,0,0.001877476,0,0,0,0.001746633,0,0.003253567,0.003375527,0,0.003300112,0,0,0,0,0,0
OTU_570,0,0,0,0,0,0,0,0,0,0,0,0,0.466117468,0.052228696,0.094184895,0.121891347,0.043071516,0.018729143
OTU_516,0,0.005089663,0,0,0,0,0.0052399,0,0.001626783,0,0.004682452,0.001650056,0,0,0.001623877,0,0,0.001702649
OTU_545,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0.10843705,0.10608954,0.05845959,0.165907667,0.13438313,0.234965606
OTU_602,0,0,0,0,0.00152952,0,0.001746633,0.001820134,0.001626783,0.006751055,0.001560817,0.011550393,0.027513878,0,0.003247755,0,0,0
OTU_475,0,0,0,0,0,0.001604647,0.080345135,0.036402687,0.034162451,0.189029536,0.234122587,0.092403142,0.021040025,0.031010788,0.02598204,0.030472837,0.006891443,0.003405299
OTU_755,0,0.003393109,0,0,0,0,0.012226434,0.001820134,0.003253567,0.001687764,0.004682452,0.014850505,0,0.001632147,0,0,0,0
OTU_594,0,0.001696554,0.001877476,0,0.00152952,0.080232353,0,0,0.003253567,0.001687764,0.001560817,0.006600224,0.042080049,0.009792881,0.02598204,0.1100408,0.258429096,0.258802697
OTU_442,0,0,0,0,0,0,0.003493267,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_699,0.034100874,0.106882921,0.065711657,0.053490238,0.119302539,0.184534412,0.006986533,0.003640269,0.003253567,0.010126582,0.003121634,0,0,0,0,0.001692935,0,0
OTU_503,0.090935663,0.154386441,0.095751272,0.05506348,0.090241664,0.059371941,0.0052399,0.036402687,0.056937418,0.011814346,0.009364903,0.016500561,0.003236927,0.019585761,0.01299102,0.038937514,0.003445721,0.023837091
OTU_1276,0,0,0,0,0,0,0,0.001820134,0,0,0,0,0.05179083,0.101193099,0.410841006,0.184529956,0.003445721,0.018729143
OTU_573,0,0,0,0,0,0,0,0,0,0,0,0,0.029132342,0,0.008119387,0.001692935,0.001722861,0.006810597
OTU_464,0.084440259,0.049200075,0.082608941,0.088101569,0.1162435,0.022465059,0.024452867,0.050963761,0.045549934,0.027004219,0.078040862,0.039601346,0.003236927,0.016321468,0.004871632,0.006771742,0.006891443,0.013621195
OTU_615,0,0,0,0,0,0,0.012226434,0.009100672,0.008133917,0.015189873,0.006243269,0.008250281,0,0,0,0,0,0.001702649
OTU_443,0.001623851,0.045806966,0.028162139,0.033038088,0.050474151,0,0.048905734,0.083726179,0.060190984,0.050632911,0.074919228,0.082502805,0.001618463,0.040803669,0.050340202,0.082953834,0.001722861,0.040863584
OTU_438,0.061706343,0.033931086,0,0.281610371,0.232486999,0.004813941,0.040172567,0,0.016267834,0,0,0.001650056,0.011329244,0.014689321,0.001623877,0.006771742,0.034457213,0
OTU_821,0,0,0,0,0,0,0.008733167,0.005460403,0.0097607,0.005063291,0.007804086,0.006600224,0,0.001632147,0.004871632,0.008464677,0.001722861,0.001702649
OTU_476,0.001623851,0,0,0,0,0,0.003493267,0,0.006507133,0,0,0,0.029132342,0.06038943,0.524512431,0.011850548,0.006891443,0.107266907
OTU_1218,0,0,0,0,0,0,0,0,0.095980218,0,0,0,0.001618463,0.535344138,0.082817752,0.016929354,0,0.013621195
OTU_613,0,0.001696554,0,0,0,0,0.0157197,0.001820134,0.003253567,0.010126582,0.014047355,0.009900337,0,0,0,0,0,0
OTU_526,0,0.001696554,0,0,0,0,0.008733167,0.003640269,0.00488035,0.006751055,0.004682452,0.009900337,0,0.001632147,0,0,0,0
OTU_846,0.042220129,0,0.001877476,0.11641993,0.010706638,0.001604647,0.006986533,0.003640269,0.001626783,0.047257384,0.010925721,0.006600224,0.025895415,0.011425027,0.00649551,0.035551643,0.304946333,0.097051011
OTU_444,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_652,0,0,0,0,0.015295197,0,0,0,0,0,0,0,0.197452539,0.071814458,0.053587957,0.072796221,0.239477629,0.102158959
OTU_482,0,0,0,0,0,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_662,0,0,0,0,0,0,0.003493267,0.009100672,0.003253567,0.001687764,0.004682452,0.004950168,0,0.001632147,0,0,0,0
OTU_486,0,0,0,0,0,0,0,0,0,0,0,0,0.069593928,0.008160734,0.576476511,0.062638609,0.010337164,0.001702649
OTU_629,0,0,0,0,0,0,0.003493267,0.001820134,0.003253567,0.001687764,0.003121634,0.001650056,0,0,0,0.003385871,0,0
OTU_521,0.04384398,0.22903483,0,0,0.00152952,0.004813941,0.096064835,0.016381209,0.131769452,0,0,0,0,0,0,0,0,0
OTU_560,0.011366958,0,0,0,0,0,0.033186034,0.043683224,0.135023019,0.035443038,0.02809471,0.072602468,0.011329244,0.187696878,0.03897306,0.104961994,0.017228606,0.018729143
OTU_653,0,0,0,0,0,0,0,0,0,0,0,0,0.132714001,0.081607338,0.207856319,0.191301698,0.041348655,0.078321869
OTU_742,0,0,0.337945666,0,0.003059039,0.003209294,0,0,0.02440175,0,0,0,0.003236927,0.009792881,0.08444163,0.030472837,0.02756577,0.088537765
OTU_1351,0.047091683,0.108579475,0.026284663,0.029891604,0.152951973,0.011232529,0.038425934,0.036402687,0.032535667,0.010126582,0.043702883,0.034651178,0.003236927,0.058757283,0.050340202,0.013543483,0.012060024,0.011918545
OTU_406,0,0,0,0,0,0,0,0,0.001626783,0,0.001560817,0,0,0,0,0,0,0
OTU_472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_549,0,0,0,0,0,0,0,0,0,0,0,0,0.181267904,0,0,0,0.515135331,0.042566233
OTU_813,0.001623851,0,0,0.001573242,0,0,0.041919201,0.023661746,0.087846302,0.133333333,0.129547831,0.013200449,0.011329244,0.065285871,0.034101427,0.047402191,0.036180073,0.095348362
OTU_524,0,0,0,0,0,0,0,0,0,0,0,0,0.702413129,0,0,0,0,0
OTU_540,0,0,0,0,0,0,0,0,0,0.003375527,0.007804086,0,0.06150161,0.05549299,0.089313262,0.069410351,0.230863325,0.209425867
OTU_466,0,0,0,0,0,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0.001702649
OTU_790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_490,0,0,0,0,0,0,0,0,0,0,0,0,0.11814783,0,0.029229795,0.02200816,0.384197922,0.166859634
OTU_828,0.001623851,0.001696554,0.003754952,0,0.16977669,0.277603941,0,0,0,0,0,0.001650056,0,0,0.001623877,0,0,0
OTU_463,0,0,0,0,0,0,0.043665834,0.047323492,0.001626783,0.113080169,0.145156004,0.23265791,0,0.057125137,0.048716325,0.001692935,0,0.005107948
OTU_520,0,0,0,0,0,0,0,0,0,0,0,0,0.356061955,0,0.115295302,0.152364184,0,0.066403324
OTU_531,0,0,0,0,0,0,0.055892268,0.014561075,0.104114135,0.006751055,0.009364903,0,0.024276951,0.119146714,0.118543057,0.069410351,0.074083007,0.083429817
OTU_1140,0,0,0,0,0,0,0,0,0,0,0,0,0.127858611,0.05549299,0.037349182,0.089725575,0.21708044,0.17707553
OTU_598,0,0,0,0,0,0,0.003493267,0,0,0.003375527,0,0,0.080923172,0.027746495,0.014614897,0.010157612,0.015505746,0.022134441
OTU_756,0.047091683,0.050896629,0.05069185,0.03461133,0.065769348,0.085046294,0.027946134,0.056424164,0.021148184,0.077637131,0.056189421,0.054451851,0.009710781,0.016321468,0.004871632,0.008464677,0.015505746,0.005107948
OTU_525,0.003247702,0,0.00938738,0.006292969,0.010706638,0.011232529,0.040172567,0.091006716,0.112248052,0.089451477,0.123304562,0.103953534,0.017803098,0.009792881,0.011367142,0.008464677,0.005168582,0.027242389
OTU_487,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0,0.001623877,0.001692935,0.010337164,0.001702649
OTU_697,0,0,0,0,0.004588559,0,0.083838401,0.049143627,0.032535667,0.042194093,0.014047355,0.244208303,0.027513878,0.006528587,0.001623877,0.027086966,0.118877384,0.034052986
OTU_591,0,0,0,0,0,0.009627882,0.0052399,0,0,0.003375527,0.006243269,0.004950168,0.001618463,0,0,0,0,0
OTU_519,0,0,0.076976513,0,0,0.001604647,0,0,0,0,0,0,0.233058734,0.073446604,0.011367142,0.091418511,0.132660269,0.061295376
OTU_634,0,0,0,0,0,0,0,0,0,0,0,0,0.5001052,0,0.029229795,0.094804381,0.037902934,0
OTU_534,0,0.071255281,0.015019807,0.372858424,0.032119914,0.033697588,0,0.001820134,0.0195214,0.006751055,0.029655528,0.013200449,0,0.00489644,0.009743265,0.006771742,0.02756577,0.001702649
OTU_553,0,0.050896629,0,0,0,0,0.001746633,0,0,0,0,0,0,0,0,0,0,0
OTU_647,0,0,0,0,0,0,0.001746633,0.003640269,0.003253567,0.008438819,0,0.001650056,0,0,0,0,0,0
OTU_650,0,0,0,0,0,0,0,0,0,0.006751055,0,0,0,0,0,0,0,0
OTU_474,0.04384398,0,0,0.001573242,0.015295197,0,0.136237402,0.161991955,0.076458818,0.11814346,0.085844948,0.031351066,0,0,0.00649551,0.001692935,0,0
OTU_757,0,0.045806966,0,0,0.00152952,0.592114764,0,0,0,0,0,0,0,0,0,0,0,0
OTU_470,0,0,0,0,0,0,0.008733167,0.005460403,0.001626783,0.003375527,0.006243269,0.008250281,0,0,0,0,0,0
OTU_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_783,0.032477023,0.010179326,0.037549518,0.009439454,0.018354237,0.024069706,0.013973067,0.003640269,0.066698118,0.021940928,0.001560817,0.003300112,0.045316976,0.048964403,0.017862652,0.042323385,0.18779181,0.056187428
OTU_448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_498,0,0,0,0,0,0,0,0.003640269,0,0,0.003121634,0.006600224,0,0,0,0,0,0
OTU_604,0,0,0,0,0,0,0,0,0,0,0,0,0.017803098,0,0.003247755,0.010157612,0.098203056,0.011918545
OTU_637,0,0,0,0,0,0,0.001746633,0.001820134,0.003253567,0,0.004682452,0.003300112,0,0,0,0,0,0
OTU_583,0.016238511,0.005089663,0.024407187,0.014159181,0.039767513,0.054558,0.080345135,0.089186582,0.107367702,0.042194093,0.071797593,0.075902581,0.001618463,0.011425027,0.009743265,0.001692935,0.005168582,0.003405299
OTU_678,0,0,0,0,0,0,0.013973067,0,0,0.006751055,0.004682452,0.003300112,0,0.001632147,0,0.001692935,0.003445721,0.003405299
OTU_748,0,0,0,0,0,0,0.001746633,0,0.003253567,0.001687764,0.004682452,0.001650056,0.06150161,0.001632147,0.016238775,0.005078806,0.018951467,0.018729143
OTU_1169,0.001623851,0.003393109,0,0,0.003059039,0,0,0.003640269,0.003253567,0.006751055,0.001560817,0.001650056,0.067975464,0.013057174,0.024358162,0.084646769,0.315283497,0.117482803
OTU_659,0,0,0,0,0,0,0.001746633,0.001820134,0.001626783,0.001687764,0.001560817,0.001650056,0.050172366,0.048964403,0.022734285,0.02200816,0.058577262,0.045971532
OTU_522,0,0,0.015019807,0.001573242,0.006118079,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_611,0,0.001696554,0.001877476,0,0,0,0,0,0.001626783,0,0,0.003300112,0.045316976,0.029378642,0.027605917,0.089725575,0.320452079,0.134509296
OTU_844,0,0,0,0,0,0,0,0,0.0097607,0,0,0,0.210400246,0.091400219,0.152644485,0.091418511,0.041348655,0.035755636
OTU_518,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0.012947707,0.001632147,0,0.008464677,0,0.001702649
OTU_694,0,0,0,0,0,0.001604647,0.017466334,0.005460403,0.008133917,0.180590717,0.254413211,0.051151739,0,0.001632147,0,0.001692935,0.096480196,0.010215896
OTU_504,0,0,0,0,0,0,0,0,0,0,0,0,0.016184634,0.019585761,0.318279989,0.059252738,0.093034474,0.129401348
OTU_718,0,0,0,0,0,0,0.003493267,0,0.003253567,0.006751055,0.006243269,0.006600224,0,0,0,0,0,0
OTU_494,0,0,0,0,0,0,0.19212967,0.121949,0.029282101,0.069198312,0.081162497,0.074252525,0.032369269,0,0,0.003385871,0.031011491,0.005107948
OTU_687,0,0,0,0,0,0,0.001746633,0.003640269,0,0,0,0,0.349588101,0,0.003247755,0.040630449,0.222249022,0.010215896
OTU_1200,0.003247702,0.001696554,0,0.001573242,0.00152952,0,0.013973067,0.003640269,0.191960437,0.025316456,0.032777162,0.009900337,0.074449318,0.032642935,0.022734285,0.038937514,0.096480196,0.071511272
OTU_509,0,0,0,0,0,0,0,0.003640269,0.001626783,0.001687764,0,0.006600224,0,0,0.00649551,0.003385871,0.003445721,0
OTU_571,0.176999773,0.072951835,0.030039615,0.0409043,0.05965127,0.154046118,0,0.014561075,0.0097607,0.003375527,0,0.023100785,0.006473854,0,0,0.001692935,0.013782885,0.005107948
OTU_537,0,0,0,0,0,0,0.013973067,0,0,0,0,0,0,0,0,0,0,0
OTU_547,0.295540905,0.018662097,0.020652235,0.025171877,0.088712144,0.147627529,0,0.003640269,0,0,0,0,0,0,0,0,0,0
OTU_620,0,0,0,0,0,0,0.003493267,0,0,0,0,0.011550393,0,0,0.004871632,0.010157612,0.006891443,0.005107948
OTU_894,0.017862362,0.022055206,0.069466609,0.026745119,0.007647599,0.008023235,0.017466334,0.021841612,0.030908884,0,0.015608172,0.014850505,0.05664622,0.063653724,0.04546857,0.145592443,0.039625795,0.020431792
OTU_735,0,0,0,0.125859384,0,0.221441294,0.0052399,0.003640269,0.006507133,0.008438819,0.007804086,0.013200449,0,0,0,0,0,0
OTU_729,0,0,0,0.001573242,0,0,0,0,0,0,0,0,0.173175587,0.093032365,0.042220815,0.067717415,0.153334597,0.078321869
OTU_772,0,0.005089663,0,0,0,0,0.001746633,0,0,0.005063291,0.006243269,0.006600224,0,0,0,0,0,0
OTU_495,0,0,0,0,0,0,0.066372068,0.180193298,0.02440175,0.087763713,0.039020431,0.217807405,0,0,0,0,0,0.001702649
OTU_860,0,0.001696554,0,0,0.00152952,0.003209294,0.019212967,0.003640269,0.006507133,0.008438819,0.006243269,0,0,0.009792881,0.001623877,0,0,0
OTU_814,0.004871553,0.003393109,0.011264856,0,0.021413276,0,0.073358601,0.061884567,0.060190984,0.096202532,0.142034369,0.070952412,0.001618463,0.013057174,0.011367142,0.015236418,0,0.008513247
OTU_645,0.003247702,0.001696554,0.001877476,0,0.003059039,0.059371941,0.019212967,0.021841612,0.226122887,0.070886076,0.079601679,0.03795129,0,0.022850055,0.017862652,0,0,0
OTU_523,0,0,0,0,0,0,0.006986533,0,0.030908884,0.003375527,0.003121634,0.026400898,0.111673977,0.008160734,0.138029587,0.013543483,0.067191565,0.178778179
OTU_725,0,0,0,0,0.00152952,0,0,0,0,0,0,0,0.009710781,0,0,0,0.003445721,0
OTU_784,0.060082492,0.101793258,0.035672043,0.036184573,0.044356072,0.038511529,0.040172567,0.034582552,0.001626783,0.008438819,0.001560817,0.033001122,0,0.045700109,0.00649551,0.047402191,0,0.042566233
OTU_1283,0,0,0,0,0,0,0.013973067,0.003640269,0,0,0.003121634,0.004950168,0,0,0,0,0,0
OTU_711,0,0,0,0,0,0,0,0,0,0,0,0,0.077686245,0.027746495,0.004871632,0.049095126,0.399703668,0.040863584
OTU_473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_722,0,0,0,0,0,0,0,0.001820134,0.001626783,0.008438819,0,0,0.092252416,0.093032365,0.037349182,0.059252738,0.199851834,0.093645713
OTU_700,0.001623851,0.001696554,0.001877476,0,0.00152952,0.001604647,0.069865335,0.045503358,0.074832035,0.069198312,0.082723314,0.042901459,0.05179083,0.027746495,0.001623877,0.006771742,0.006891443,0.006810597
OTU_510,0.022733916,0.001696554,0.052569326,0.007866211,0.146833894,0.038511529,0.017466334,0.141970477,0.021148184,0.025316456,0.023412259,0.066002244,0.006473854,0,0,0,0,0.001702649
OTU_554,0.004871553,0,0.001877476,0,0.00152952,0,0.136237402,0.171092627,0.081339168,0.037130802,0.02809471,0.039601346,0.008092317,0.021217908,0.014614897,0.033858708,0.008614303,0.001702649
OTU_912,0,0,0,0,0,0,0,0,0,0,0,0,0.215255636,0.008160734,0.001623877,0.003385871,0.110263081,0.229857659
OTU_661,0.008119256,0,0.003754952,0.001573242,0.003059039,0.003209294,0.001746633,0,0.003253567,0.003375527,0.001560817,0,0,0,0,0,0,0
OTU_1068,0.094183365,0.022055206,0.099506224,0.039331057,0.048944631,0.043325471,0.040172567,0.020021478,0.022774967,0.023628692,0.034337979,0.014850505,0.037224659,0,0.00649551,0.003385871,0,0.011918545
OTU_1094,0.040596278,0.030537977,0.071344085,0.017305665,0.00152952,0,0.0052399,0.045503358,0.065071334,0.062447257,0.095209852,0.039601346,0.014566171,0.022850055,0.017862652,0.018622289,0,0.013621195
OTU_626,0.003247702,0,0,0,0,0,0,0.005460403,0.001626783,0,0.001560817,0,0,0,0,0.001692935,0.001722861,0.001702649
OTU_491,0,0,0,0,0,0,0.001746633,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_708,0,0,0,0,0,0,0.013973067,0.005460403,0.00488035,0.001687764,0.012486538,0.014850505,0.001618463,0.003264294,0,0.003385871,0.012060024,0.011918545
OTU_1028,0.110421877,0.100096704,0.046936898,0.053490238,0.064239829,0.109116,0.003493267,0.014561075,0.003253567,0.005063291,0.006243269,0.026400898,0,0,0,0,0,0
OTU_610,0,0,0,0,0,0,0,0.007280537,0.154544419,0,0,0,0.003236927,0.33785438,0.030853672,0.005078806,0,0
OTU_716,0.024357767,0.03562764,0.065711657,0.051916996,0.047415112,0.001604647,0.031439401,0.047323492,0.030908884,0.037130802,0.057750238,0.042901459,0.00485539,0.017953614,0.009743265,0.001692935,0.029288631,0.013621195
OTU_565,0,0,0,0,0,0,0.082091768,0.238437597,0.068324901,0.075949367,0.054628604,0.044551515,0,0,0.003247755,0,0,0
OTU_539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555282805,0,0
OTU_822,0,0,0,0,0,0.001604647,0.006986533,0.009100672,0.003253567,0,0.003121634,0.006600224,0,0,0,0,0,0
OTU_558,0,0,0,0,0.00152952,0,0,0,0.239137154,0.010126582,0.007804086,0.008250281,0.011329244,0.029378642,0.021110407,0.094804381,0.02584291,0.090240414
OTU_564,0,0,0,0,0,0,0,0,0,0,0.001560817,0.001650056,0.205544856,0.013057174,0.198113054,0.040630449,0.043071516,0.023837091
OTU_589,0,0,0,0,0,0,0.006986533,0.001820134,0.001626783,0,0.004682452,0.006600224,0,0,0,0,0,0
OTU_638,0.001623851,0.005089663,0.011264856,0,0.003059039,0.003209294,0.097811468,0.060064433,0.035789234,0.101265823,0.048385335,0.092403142,0.012947707,0.019585761,0.027605917,0.016929354,0.001722861,0.006810597
OTU_837,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0.008092317,0,0,0,0.003445721,0
OTU_550,0,0,0,0,0,0,0,0,0.003253567,0,0,0,0,0,0,0,0,0
OTU_632,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0,0.001632147,0,0,0.003445721,0
OTU_646,0,0,0,0,0,0,0.0157197,0,0.001626783,0.001687764,0.001560817,0.008250281,0,0,0,0,0,0
OTU_536,0,0,0,0,0,0,0.080345135,0.138330209,0.008133917,0.038818565,0.040581248,0.151805161,0.030750805,0.019585761,0.004871632,0.001692935,0.008614303,0.017026493
OTU_586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402721619,0.076182092,0.008614303,0.032350337
OTU_544,0,0.001696554,0,0.001573242,0.00152952,0,0,0,0.001626783,0,0,0,0,0,0.004871632,0.001692935,0.012060024,0.013621195
OTU_596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_640,0,0,0,0,0,0,0.0052399,0,0.001626783,0.006751055,0.003121634,0,0,0,0,0,0,0
