,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_467,0,0.001696554,0.001877476,0,0,0,0.111784535,0.06734497,0.584015227,0.011814346,0,0.016500561,0.066357001,0.497804763,0.358876926,0.174372344,0.003445721,0.017026493
OTU_306,0.008119256,0,0.001877476,0.001573242,0.006118079,0.139604294,0.277714705,0.282120821,0.265165688,0.165400844,0.082723314,0.151805161,0.111673977,0.104457393,0.07145061,0.120198412,0.05513154,0.083429817
OTU_304,0,0,0,0,0,0,0,0.003640269,0.001626783,0.006751055,0.006243269,0,0,0,0,0,0,0
OTU_402,0,0,0,0,0,0,0.228808971,0.267559746,0.746693563,0.003375527,0,0,0.009710781,0.450472506,0.082817752,0.062638609,0.001722861,0.035755636
OTU_385,0.011366958,0.01187588,0.048814374,0.003146485,0.004588559,0.001604647,0.041919201,0.030942284,0.060190984,0.021940928,0.018729807,0.049501683,0.077686245,0.352543701,0.324775499,0.111733735,0.342849267,0.371177552
OTU_324,0,0,0,0,0,0,0,0.005460403,0,0,0.001560817,0,0,0,0,0,0,0
OTU_642,0,0.001696554,0,0,0,0,0.013973067,0.003640269,0.008133917,0.006751055,0.003121634,0.009900337,0.059883147,0,0,0,0,0
OTU_505,0,0,0,0,0,0,0,0,0,0,0,0,0.029132342,0.563090633,1.018171189,0.213309858,0.001722861,0
OTU_300,0.001623851,0.003393109,0,0.13687208,0,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_360,0,0.003393109,0,0,0,0.110720647,0.0104798,0.018201343,0.0097607,0.01350211,0.006243269,0.036301234,0,0,0,0,0.012060024,0.001702649
OTU_278,0,0,0,0,0,0,0,0.01274094,0.011387484,0.003375527,0,0.023100785,0,0,0,0,0,0.001702649
OTU_745,0,0.001696554,0,0,0,0,0.008733167,0.018201343,0.013014267,0.032067511,0.021851441,0.014850505,0.001618463,0,0.00649551,0.001692935,0,0.001702649
OTU_355,0,0,0,0.001573242,0,0,0.073358601,0.029122149,0.032535667,0.065822785,0.040581248,0.052801795,0,0,0,0,0,0
OTU_551,0,0,0,0,0,0,0.001746633,0,0.022774967,0,0.001560817,0,0.346351174,0.239925574,0.079569997,0.231932147,0.229140465,0.647006742
OTU_291,0,0,0,0,0,0,0,0.001820134,0.008133917,0,0.001560817,0,0.671662324,0.079975191,0.074698365,0.170986473,0.420377996,0.362664306
OTU_303,0,0,0,0,0,0,0.008733167,0.005460403,0.0097607,0.015189873,0.006243269,0.008250281,0,0,0,0,0,0
OTU_561,0.064954045,0.013572434,0.016897283,0.026745119,0.015295197,0.088255588,0.075105235,0.023661746,0.034162451,0.038818565,0.012486538,0.036301234,0.012947707,0.017953614,0.021110407,0.076182092,0.139551712,0.408635837
OTU_244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_301,0,0,0,0,0,0,0,0.003640269,0.001626783,0.001687764,0.003121634,0.001650056,0,0,0,0,0,0
OTU_302,0,0,0,0,0,0,0,0,0,0,0,0,0.123003221,0.318268619,0.095808772,0.707646989,0.127491687,0.379690799
OTU_277,0.019486214,0.006786217,0,0.007866211,0.022942796,0.035302235,0.372032907,0.223876522,0.156171203,0.251476793,0.307480997,0.174905947,0.003236927,0.063653724,0.022734285,0.04401632,0,0.020431792
OTU_294,0.048715534,0.032234532,0.024407187,0.014159181,0.082594065,0.096278823,0.220075804,0.242077865,0.130142669,0.278481013,0.259095662,0.268959145,0.006473854,0.00489644,0.008119387,0.008464677,0,0
OTU_879,0,0.001696554,0.001877476,0.003146485,0.003059039,0.001604647,0.022706234,0.003640269,0.003253567,0.027004219,0.035898797,0.004950168,0.029132342,0.003264294,0.004871632,0.003385871,0.325620661,0.006810597
OTU_348,0.022733916,0.001696554,0.005632428,0,0.038237993,0.004813941,0.001746633,0,0,0,0,0,0.014566171,0.008160734,0.009743265,0,0.012060024,0.010215896
OTU_307,0,0.001696554,0.001877476,0,0.243193637,0,0.155450369,0.058244298,0.095980218,0.054008439,0.049946152,0.02970101,0.00485539,0.032642935,0.04546857,0.123584283,0.205020416,0.272423892
OTU_499,0,0,0,0,0,0,0.275968072,0.061884567,0.300954922,0.003375527,0,0.014850505,0.030750805,0.034275082,0.199736932,0.196380504,0.285994866,0.253694749
OTU_318,0,0,0,0,0,0,0.047159101,0,0.011387484,0.001687764,0,0,0.059883147,0.057125137,0.014614897,0.015236418,0.020674328,0.015323844
OTU_454,0,0,0,0,0,0,0.001746633,0.003640269,0,0.001687764,0.003121634,0.003300112,0,0,0.001623877,0,0,0
OTU_395,0,0,0,0,0,0.001604647,0.0052399,0.001820134,0.001626783,0.005063291,0,0.001650056,0,0,0,0,0,0
OTU_500,0.021110065,0.008482771,0.011264856,0.004719727,0.007647599,0.003209294,0.090824935,0.056424164,0.40669584,0.087763713,0.129547831,0.033001122,0.135950928,0.11098598,0.133157955,0.150671249,0.13438313,0.062998025
OTU_299,0,0,0,0,0,0,0,0,0,0,0,0,0.142424782,0.013057174,0.009743265,0.098190252,0.959633375,0.400122591
OTU_325,0,0.001696554,0,0,0.00152952,0,0.003493267,0,0.001626783,0,0.001560817,0.003300112,0.022658488,0,0.003247755,0.001692935,0.001722861,0
OTU_1399,0.248449222,0.061075955,0.048814374,0.084955084,0.081064546,0.051348706,0.0209596,0.020021478,0.063444551,0.011814346,0.01716899,0.024750842,0.046935439,0.083239485,0.0649551,0.069410351,0.463449512,0.093645713
OTU_296,0,0,0,0,0,0,0.525736643,0.411350358,0.099233785,0.021940928,0.0452637,0.064352188,0.033987732,0.22197196,0.125038567,0.030472837,0.001722861,0.008513247
OTU_436,0,0,0,0,0,0,0,0,0,0.001687764,0.006243269,0,0,0,0,0,0,0
OTU_320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_433,0.123412686,0.074648389,0.063834181,0.086528326,0.17130621,0.178115823,0.027946134,0.100107388,0.126889102,0.094514768,0.078040862,0.141904825,0.016184634,0.014689321,0.011367142,0.020315225,0.005168582,0.018729143
OTU_434,0,0.01187588,0,0.001573242,0.00152952,0,0.003493267,0.107387925,0.056937418,0.084388186,0,0.001650056,0.030750805,0.006528587,0.016238775,0.015236418,0.068914426,0.061295376
OTU_424,0.011366958,0,0,0,0.004588559,0,0.433165074,0.247538268,0.117128402,0.141772152,0.234122587,0.056101907,0.001618463,0.10608954,0.068202855,0.010157612,0.003445721,0.127698699
OTU_321,0.094183365,0.069558726,0.067589133,0.569513711,0.032119914,0.064185882,0.0261995,0.041863089,0.237510371,0.008438819,0.070236776,0.024750842,0.050172366,0.009792881,0.02598204,0.077875028,0.015505746,0.008513247
OTU_431,0,0,0,0,0,0,0,0,0,0,0,0,0.415945102,0.11588242,0.202984687,0.385989267,0.261874817,0.148130491
OTU_514,0,0,0,0,0,0,0,0,0.078085601,0,0,0,0.213637173,0.238293427,0.076322242,0.345358818,0.392812225,0.195804672
OTU_308,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_316,0,0,0,0,0,0,0.001746633,0,0,0,0.001560817,0.001650056,0.093870879,0.107721686,0.063331222,0,0.699481419,0.548253082
OTU_305,0.105550323,0.096703595,0.187747592,0.039331057,0.151422453,0.091464882,0.158943636,0.154711418,0.118755185,0.064135021,0.067115141,0.122104152,0.003236927,0.027746495,0.027605917,0.047402191,0.003445721,0.027242389
OTU_451,0,0.01187588,0,0,0,0,0.001746633,0,0.003253567,0.001687764,0,0.008250281,0,0,0,0,0,0
OTU_293,0,0.003393109,0.024407187,0.003146485,0.00152952,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_328,0.047091683,0.054289738,0.001877476,0.951811589,0.090241664,0.093069529,0.006986533,0.003640269,0.056937418,0,0.001560817,0,0.027513878,0.008160734,0.00649551,0.013543483,0.012060024,0.017026493
OTU_345,0.146146601,0.103489812,0.165217881,0.132152353,0.087182625,0.144418235,0.090824935,0.070985239,0.102487352,0.030379747,0.10769639,0.062702132,0.008092317,0.027746495,0.060083467,0.040630449,0.031011491,0.045971532
OTU_342,0,0,0,0,0,0,0,0,0,0,0,0,0.87720718,0.114250273,0.092561017,0.062638609,0.1619489,0.12599605
OTU_351,0.016238511,0,0.001877476,0.001573242,0.05812175,0.001604647,0.37377954,0.101927522,0.102487352,0.01350211,0.003121634,0.245858359,0.009710781,0.298682858,0.095808772,0.091418511,0.029288631,0.015323844
OTU_337,0,0.003393109,0,0,0,0,0.003493267,0,0.003253567,0.001687764,0.001560817,0.011550393,0.003236927,0,0,0,0.005168582,0
OTU_515,0.001623851,0,0.001877476,0,0.00152952,0,0.001746633,0,0.040669584,0.001687764,0.001560817,0,0.220111027,0.151789649,0.063331222,0.049095126,0.415209414,0.233262957
OTU_391,0.555357085,0.147600224,0.003754952,0.177776379,0.104007342,0.059371941,0.089078302,0.094646985,0.017894617,0.027004219,0.032777162,0.051151739,0,0.008160734,0.03247755,0.005078806,0,0.006810597
OTU_414,0,0,0,0,0,0,0,0,0.719038246,0.005063291,0,0.003300112,0.205544856,0.101193099,0.011367142,0.174372344,0.120600245,0.062998025
OTU_357,0,0.001696554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001722861,0
OTU_368,0.003247702,0,0.018774759,0,0.00152952,0.001604647,0.073358601,0.194754373,0.066698118,0.17721519,0.185737252,0.305260379,0.024276951,0.083239485,0.102304282,0.076182092,0.039625795,0.069808622
OTU_493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_426,0.001623851,0,0,0,0,0,0.483817442,0.691651044,0.092726652,0.020253165,0.014047355,0.006600224,0.008092317,0.11098598,0.01299102,0.013543483,0.024120049,0.010215896
OTU_527,0,0,0,0,0,0,0.019212967,0.007280537,0.003253567,0.010126582,0.010925721,0.009900337,0,0,0.001623877,0,0.006891443,0
OTU_330,0,0,0,0,0,0,0.001746633,0.003640269,0,0,0.004682452,0,0.014566171,0,0,0.006771742,0.008614303,0.008513247
OTU_447,0,0,0,0,0,0,0,0,0,0,0,0,0.079304708,0.013057174,0.165635504,0.702568183,0.067191565,0.389906695
OTU_366,0.074697152,0.045806966,0.04130447,0.084955084,0.096359743,0.022465059,0.157197003,0.121949,0.045549934,0.261603376,0.199784607,0.166655666,0.016184634,0.021217908,0.00649551,0.011850548,0,0.005107948
OTU_383,0.016238511,0.013572434,0.011264856,0.044050784,0.061180789,0,0.012226434,0.010920806,0.013014267,0.015189873,0.01716899,0.023100785,0.00485539,0.00489644,0.003247755,0.005078806,0.010337164,0.001702649
OTU_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001623877,1.225685216,0.006891443,0.173670231
OTU_336,0,0,0,0,0,0,0.001746633,0.003640269,0,0,0.001560817,0.006600224,0,0,0,0,0.020674328,0
OTU_1018,0,0.001696554,0,0,0,0,0.0157197,0.003640269,0.00488035,0.008438819,0.006243269,0.011550393,0,0,0.003247755,0,0.001722861,0.008513247
OTU_374,0,0,0,0.001573242,0,0,0.029692767,0.010920806,0.011387484,0,0.003121634,0.003300112,0.142424782,0.303579298,0.060083467,0.177758215,0.199851834,0.333719267
OTU_334,0,0,0,0,0,0,0,0,0.003253567,0,0,0,0.003236927,0.768741125,0.319903866,0.215002793,0,0.037458285
OTU_622,0,0,0,0,0,0,0.017466334,0.003640269,0.011387484,0.010126582,0,0.001650056,0.148898636,0.163214676,0.178626524,0.255633242,0.329066382,0.253694749
OTU_845,0,0,0,0,0,0,0.003493267,0,0,0,0,0,0.001618463,0,0,0,0,0.001702649
OTU_389,0.037348576,0.010179326,0.018774759,0.007866211,0.00152952,0.003209294,0.0209596,0.081906045,0.069951685,0.047257384,0.029655528,0.041251403,0.025895415,0.235029134,0.177002647,0.272562596,0.075805868,0.202615269
OTU_353,0,0,0,0,0,0,0.006986533,0,0,0,0,0,0,0,0,0,0,0
OTU_641,0.089311812,0.028841423,0.039426994,0.113273445,0.120832059,0.057767294,0.013973067,0.01274094,0.022774967,0.008438819,0.003121634,0.003300112,0.190978685,0.057125137,0.08444163,0.164214732,0.175731785,0.148130491
OTU_323,0.194862135,0.203586516,0.249704298,0.127432626,0.122361578,0.085046294,0.008733167,0.041863089,0.006507133,0.047257384,0.037459614,0.019800673,0,0.034275082,0.029229795,0.027086966,0.017228606,0.081727167
OTU_416,0,0.001696554,0,0,0.004588559,0,0,0.001820134,0.030908884,0.011814346,0,0,0,0,0,0,0,0
OTU_532,0,0,0,0,0,0.001604647,0.012226434,0.01274094,0.013014267,0.006751055,0.009364903,0.018150617,0,0,0,0,0,0.003405299
OTU_469,0.003247702,0,0.020652235,0.003146485,0.013765678,0.003209294,0,0.007280537,0.001626783,0.008438819,0.001560817,0.001650056,0.171557124,0.034275082,0.034101427,0.025394031,0.044794377,0.045971532
OTU_341,0.082816407,0.050896629,0.1013837,0.039331057,0.015295197,0.064185882,0.129250869,0.174732895,0.130142669,0.055696203,0.103013938,0.079202693,0.019421561,0.086503778,0.079569997,0.059252738,0.003445721,0.04937683
OTU_439,0,0,0,0,0,0,0.0104798,0.005460403,0.006507133,0.010126582,0.009364903,0.011550393,0,0,0,0,0,0
OTU_432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_631,0,0,0,0,0,0,0.054145634,0.041863089,0.149664069,0.020253165,0.026533893,0.014850505,0.014566171,0.057125137,0.331271009,0.099883187,0.18951467,0.314990125
OTU_502,0,0.006786217,0,0,0,0,0.001746633,0,0.003253567,0.010126582,0.004682452,0.004950168,0,0,0.003247755,0.010157612,0.001722861,0.001702649
OTU_437,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0.014566171,0,0,0.001692935,0.001722861,0
OTU_619,0.038972427,0.049200075,0.046936898,0.022025392,0.107066381,0.003209294,0.157197003,0.152891283,0.108994485,0.102953586,0.054628604,0.064352188,0.043698513,0.089768072,0.037349182,0.062638609,0.082697311,0.078321869
OTU_333,0,0,0,0,0,0,0,0,0,0,0,0,0.260572612,0.035907229,0.050340202,0.015236418,0.210188998,0.732139209
OTU_1234,0,0.001696554,0,0,0,0.482998764,0,0,0,0,0.007804086,0.004950168,0.037224659,0.009792881,0.01948653,0.003385871,0.018951467,0.015323844
OTU_326,0,0,0.001877476,0,0,0,0,0,0.008133917,0,0,0,0.001618463,0.146893209,0.035725305,0.040630449,0.3238978,0.744057754
OTU_483,0,0,0,0,0,0,0.003493267,0.001820134,0,0.001687764,0.007804086,0.003300112,0,0,0,0,0,0.001702649
OTU_460,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_377,0,0,0,0,0,0,0,0,0,0,0,0,0.362535809,0.38845093,0.329647131,0.148978313,0,0.008513247
OTU_441,0,0.003393109,0,0,0,0,0.003493267,0.003640269,0.001626783,0.003375527,0.004682452,0.008250281,0,0.003264294,0,0,0,0
OTU_508,0,0,0,0,0,0,0,0,0,0,0,0,0.275138783,0.11588242,0.042220815,0.215002793,0.48756956,0.131103998
OTU_371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_387,0,0.001696554,0,0.007866211,0.370143775,0,0,0,0,0,0.001560817,0,0.082541635,0.040803669,0.095808772,0.250554436,0.258429096,0.110672206
OTU_349,0.04384398,0.016965543,0.043181946,0.025171877,0.007647599,0.080232353,0.169423436,0.096467119,0.156171203,0.128270042,0.092088217,0.138604713,0.009710781,0.034275082,0.063331222,0.035551643,0.015505746,0.081727167
OTU_399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_338,0,0,0,0,0,0,0.0052399,0.018201343,0.006507133,0.003375527,0.001560817,0.004950168,0.001618463,0,0,0,0,0
OTU_419,0.004871553,0,0,0,0.00152952,0,0.132744136,0.203855045,0.073205251,0.258227848,0.257534845,0.250808527,0.019421561,0.008160734,0,0.006771742,0.006891443,0.003405299
OTU_375,0,0,0,0,0,0,0.0052399,0,0,0.003375527,0,0,0,0,0,0,0,0
OTU_322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_679,0.047091683,0.039020749,0.016897283,0.009439454,0.050474151,0.016046471,0.148463836,0.152891283,0.063444551,0.116455696,0.138912735,0.079202693,0.019421561,0.026114348,0.061707345,0.040630449,0.084420171,0.047674181
OTU_327,0.285797798,0.130634681,0.060079229,0.070795903,0.218721322,0.044930118,0.082091768,0.034582552,0.063444551,0.062447257,0.087405766,0.02970101,0,0.003264294,0.004871632,0.003385871,0,0
OTU_621,0,0,0,0,0,0,0.569402477,0.438652373,0.00488035,0.001687764,0,0.003300112,0.008092317,0.184432584,0.01948653,0.003385871,0.02756577,0.001702649
OTU_430,0.003247702,0,0,0.088101569,0.28296115,0.041720824,0.017466334,0,0,0,0,0,0.022658488,0.001632147,0.009743265,0.049095126,0.6477956,0.015323844
OTU_643,0.050339385,0.028841423,0.071344085,0.023598634,0.041297033,0.028883647,0.022706234,0.089186582,0.130142669,0.153586498,0.131108648,0.102303478,0.009710781,0.084871632,0.03247755,0.027086966,0.003445721,0.034052986
OTU_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_413,0.004871553,0,0.045059422,0.06135645,0.00152952,0.001604647,0.003493267,0.003640269,0.001626783,0,0,0,0.10843705,0.143628915,0.383235089,0.33350827,0.013782885,0.008513247
OTU_612,0.077944854,0.111972584,0.09199632,0.229693375,0.081064546,0.054558,0.055892268,0.063704701,0.032535667,0.048945148,0.053067786,0.05940202,0.032369269,0.06038943,0.017862652,0.060945674,0.020674328,0.018729143
OTU_381,0,0,0,0,0,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0
OTU_831,0.006495405,0.020358652,0.037549518,0.012585938,0.068828388,0.009627882,0.111784535,0.143790612,0.104114135,0.070886076,0.079601679,0.122104152,0.064738537,0.058757283,0.05196408,0.057559803,0.122323105,0.042566233
OTU_452,0,0.016965543,0,0,0,0,0.001746633,0.010920806,0.001626783,0.005063291,0.007804086,0.003300112,0,0,0.016238775,0.008464677,0,0.005107948
OTU_979,0.038972427,0.02375176,0.030039615,0.026745119,0.052003671,0.012837176,0.078598501,0.149251015,0.100860568,0.182278481,0.210710328,0.242558247,0.003236927,0.00489644,0.004871632,0,0.006891443,0.001702649
OTU_546,0.074697152,0.028841423,0.13330079,0.03461133,0.073416947,0.019255765,0.134490769,0.160171821,0.102487352,0.162025316,0.104574755,0.108903703,0.006473854,0.017953614,0.001623877,0.011850548,0,0.013621195
OTU_1195,0.009743107,0.010179326,0.003754952,0,0.047415112,0,0.104798002,0.06734497,0.104114135,0.101265823,0.149838455,0.08910303,0.101963196,0.089768072,0.048716325,0.045709255,0.10681736,0.07661922
OTU_358,0,0,0,0,0,0,0.139730669,0.254818806,0.130142669,0.258227848,0.202906242,0.128704376,0.012947707,0.009792881,0.003247755,0.020315225,0,0.015323844
OTU_346,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0,0,0,0,0,0
OTU_363,0,0,0,0,0,0,0.101304735,0.072805373,0.309088839,0.015189873,0.010925721,0.018150617,0.373865053,0,0,0.213309858,0.034457213,0
OTU_543,0,0,0,0,0,0,0.012226434,0.016381209,0.003253567,0.01350211,0.012486538,0.006600224,0,0.003264294,0,0.008464677,0,0
OTU_379,0.050339385,0.02375176,0.033794567,0.067649419,0.010706638,0.077023059,0.017466334,0.091006716,0.058564201,0.168776371,0.206027876,0.15675533,0.003236927,0.058757283,0.03897306,0.027086966,0,0.052782129
OTU_403,0,0,0,0,0,0,0,0,0.097607002,0,0,0.001650056,0.406234321,0.145261062,0.295545704,0.081260898,0.032734352,0.073213921
OTU_369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_408,0,0.006786217,0,0,0,0,0.006986533,0,0,0.015189873,0.003121634,0,0,0.001632147,0.001623877,0.001692935,0.001722861,0
OTU_761,0.055210938,0.030537977,0.148320598,0.033038088,0.05965127,0.003209294,0.033186034,0.078265776,0.056937418,0.060759494,0.082723314,0.136954656,0.069593928,0.042435816,0.02598204,0.02200816,0.144720294,0.080024518
OTU_614,0.009743107,0.006786217,0.015019807,0.004719727,0.003059039,0.001604647,0.013973067,0.003640269,0.001626783,0.006751055,0.001560817,0.016500561,0.001618463,0.045700109,0.001623877,0.003385871,0.008614303,0.005107948
OTU_362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_601,0.035724725,0.042413857,0.093873796,0.070795903,0.079535026,0.035302235,0.061132168,0.107387925,0.079712385,0.10464135,0.085844948,0.108903703,0.006473854,0.037539376,0.082817752,0.032165772,0.017228606,0.042566233
OTU_582,0.162385113,0.184924419,0.217787207,0.15732423,0.033649434,0.255138882,0.003493267,0.009100672,0.045549934,0.021940928,0.01716899,0,0,0.008160734,0,0,0,0.005107948
OTU_1781,0,0,0,0,0,0,0,0,0,0,0,0,0.072830854,0,0.01299102,0.174372344,0.699481419,0.183886127
OTU_841,0,0.001696554,0,0,0,0.017651118,0.001746633,0.016381209,0.006507133,0.018565401,0.01716899,0.013200449,0,0,0.008119387,0.008464677,0,0
OTU_736,0,0.008482771,0,0,0,0,0,0,0,0,0,0,0.148898636,0.151789649,0.12341469,0.025394031,0.044794377,0.044268882
OTU_364,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0
OTU_339,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0,0,0,0,0,0
OTU_394,0,0.003393109,0,0,0.00152952,0.001604647,0,0,0.001626783,0.003375527,0,0.003300112,0.001618463,0,0.003247755,0,0,0
OTU_1358,0,0,0,0,0,0,0.013973067,0.005460403,0.006507133,0.011814346,0.009364903,0.011550393,0.001618463,0.00489644,0.008119387,0.003385871,0.006891443,0.018729143
OTU_529,0,0,0,0,0,0,0.001746633,0,0.00488035,0.006751055,0.003121634,0.003300112,0,0.001632147,0.003247755,0.006771742,0,0
OTU_354,0,0,0,0,0,0,0.106544635,0.065524836,0.177319386,0.011814346,0.026533893,0.014850505,0.046935439,0.042435816,0.125038567,0.093111446,0.194683252,0.192399373
OTU_407,0,0,0,0,0,0,0.001746633,0.001820134,0,0,0,0,0.024276951,0.00489644,0.003247755,0,0,0.001702649
OTU_400,0.167256666,0.290110785,0.108893603,0.209241225,0.130009177,0.144418235,0,0,0,0,0,0,0,0,0,0,0,0
OTU_530,0,0,0,0,0.00152952,0,0.0157197,0.016381209,0.076458818,0.003375527,0.012486538,0.006600224,0.178030977,0.031010788,0.04546857,0.523117033,0.099925917,0.034052986
OTU_484,0,0,0,0,0,0.001604647,0,0.001820134,0,0,0,0,0.022658488,0.001632147,0,0.001692935,0,0.005107948
OTU_405,0.105550323,0.032234532,0,0.001573242,0,0.091464882,0.169423436,0.14743088,0.122008752,0.086075949,0.110818024,0.117153983,0.001618463,0.016321468,0.055211835,0.003385871,0,0.001702649
OTU_580,0,0.006786217,0.005632428,0,0.006118079,0,0.193876303,0.069165104,0.060190984,0.057383966,0.084284131,0.051151739,0.038843122,0.168111117,0.108799792,0.08803264,0.086143032,0.039160934
OTU_675,0,0,0,0,0,0,0.001746633,0.001820134,0.001626783,0,0,0.001650056,0.297797271,0.097928806,0.089313262,0.084646769,0.122323105,0.153238439
OTU_418,0,0,0.00938738,0.003146485,0,0.001604647,0,0,0,0.003375527,0,0,0,0,0,0,0,0
OTU_378,0,0,0,0,0,0,0.001746633,0.001820134,0,0,0.007804086,0,0.212018709,0.011425027,0.284178562,0.148978313,0.10854022,0.253694749
OTU_593,0,0,0,0,0.00152952,0,0.003493267,0.003640269,0.048803501,0.003375527,0.004682452,0.003300112,0.194215612,0.013057174,0.040596937,0.230239212,0.130937408,0.362664306
OTU_409,0,0.001696554,0,0,0,0,0.0052399,0.01274094,0.008133917,0.003375527,0.003121634,0.001650056,0.014566171,0,0,0.001692935,0.001722861,0.003405299
OTU_481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_445,0,0,0,0,0,0,0.008733167,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_528,0,0,0,0,0,0,0.0052399,0.010920806,0.006507133,0.005063291,0.007804086,0.008250281,0,0,0,0,0,0
OTU_557,0,0,0,0,0,0,0.157197003,0.078265776,0.006507133,0.187341772,0.163885811,0.130354432,0.093870879,0.040803669,0.024358162,0.06602448,0.062022983,0.023837091
OTU_691,0.051963236,0.115365692,0.086363892,0.202948256,0.05659223,0.484603411,0,0.001820134,0,0,0.001560817,0,0,0,0,0,0,0
OTU_1101,0,0.001696554,0,0,0,0,0.036679301,0.029122149,0.191960437,0.010126582,0.012486538,0.008250281,0.142424782,0.027746495,0.047092447,0.123584283,0.05340868,0.338827215
OTU_563,0,0,0,0,0,0,0.0157197,0,0.001626783,0.001687764,0.001560817,0,0.001618463,0.003264294,0,0,0,0
OTU_465,0,0.02375176,0,0,0,0,0.012226434,0.036402687,0.006507133,0.016877637,0.001560817,0.018150617,0.017803098,0.014689321,0,0,0,0.001702649
OTU_555,0.180247475,0.132331235,0.204644875,0.147884776,0.062710309,0.170092588,0.012226434,0.016381209,0,0.032067511,0.015608172,0.013200449,0,0.008160734,0.004871632,0.005078806,0,0.006810597
OTU_435,0,0,0,0,0,0,0.178156603,0.049143627,0.042296367,0,0,0.026400898,0.012947707,0.003264294,0.004871632,0.001692935,0.034457213,0
OTU_840,0,0,0,0,0,0,0.0052399,0,0.001626783,0.006751055,0.003121634,0.006600224,0.281612637,0.057125137,0.399473864,0.096497317,0.02584291,0.015323844
OTU_397,0,0,0,0,0,0,0.0157197,0.018201343,0.283060305,0.086075949,0.081162497,0.016500561,0,0.026114348,0.237086114,0.032165772,0.032734352,0.160049036
OTU_876,0.008119256,0.010179326,0.005632428,0,0.009177118,0,0.012226434,0.030942284,0.027655317,0.025316456,0.020290624,0.021450729,0.132714001,0.127307447,0.092561017,0.1100408,0.182623228,0.171967582
OTU_428,0.009743107,0,0.003754952,0,0.021413276,0.004813941,0.041919201,0.040042955,0.0097607,0.224472574,0.237244221,0.33001122,0.019421561,0.001632147,0.001623877,0.003385871,0.012060024,0.005107948
OTU_382,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186064731,0.344262029,0.426619716,0,0.010215896
OTU_506,0.053587087,0.010179326,0.028162139,0.023598634,0.022942796,0.134790353,0.097811468,0.076445642,0.063444551,0.084388186,0.067115141,0.072602468,0.012947707,0.104457393,0.017862652,0.032165772,0.010337164,0.044268882
OTU_390,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0.011329244,0.017953614,0.003247755,0.003385871,0.005168582,0.013621195
OTU_1853,0.019486214,0.001696554,0,0,0.00152952,0.030488294,0.076851868,0.058244298,0.216362187,0.145147679,0.21539278,0.047851627,0.009710781,0.021217908,0.017862652,0.042323385,0.013782885,0.005107948
OTU_415,0.410834335,0.128938127,0.030039615,0.048770511,0.201896604,0.077023059,0.001746633,0,0,0.003375527,0,0,0,0,0,0,0,0
OTU_427,0,0,0,0,0,0,0,0,0,0,0,0,0.898247204,0,0,0,0,0
OTU_477,0,0,0,0,0,0,0.003493267,0.003640269,0.003253567,0.003375527,0,0.014850505,0,0,0,0,0,0
OTU_665,0.030853171,0.010179326,0.003754952,0.0409043,0.004588559,0,0.071611968,0.05460403,0.032535667,0.005063291,0.029655528,0.014850505,0.135950928,0.006528587,0.05845959,0.121891347,0.182623228,0.119185453
OTU_421,0,0,0,0,0,0,0,0,0,0,0.003121634,0,0,0,0,0,0,0
