,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_349,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_399,0,0,0,0,0,0,0.125491636,0,0,0.972889601,0,0,0,0,0,0,0,0
OTU_338,0,0,0,0,0,0,0.003060772,0.001539527,0.004471805,0.001483063,0,0.009866103,0.005487571,0,0.957557304,0.00869777,0.00141207,0.028290544
OTU_419,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0.001739554,0,0.001768159
OTU_375,0,0,0,0,0,0,0,0.003079055,1.037458822,0.001483063,0.053710666,0,0,0.001391111,0,0,0.00141207,0
OTU_322,0,0.903370848,0.001365355,0.05781792,0,0.001525344,0,0,0,0.045974966,0.001852092,0,0,0,0,0,0,0
OTU_679,0,0,0.001365355,0,0,0,0,0,0,0.054873346,0,0,0,0,0,0,0,0
OTU_327,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_621,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0.001768159
OTU_430,0,0,0,0,0,0,0,0,0.001490602,0,0,0.007047216,0,0,0.001422819,0,0,0
OTU_643,0,0,0,0,0,0,0.122430865,0,0,0,0,0,0,0,0,0,0,0
OTU_440,0,0,0,0,0,0,0,0,0.873492629,0.183899864,0.003704184,0.001409443,0,0,0.001422819,0,0.00141207,0.001768159
OTU_413,0.025531276,0,0,0.02656499,0,0,0.003060772,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_612,0,0,0,0,0,0.001525344,0,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_381,0,0,0,0,0,0,0.009182315,0,0.101360919,0.759328469,0.220398941,0,0,0,0,0.001739554,0,0.003536318
OTU_831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_452,0,0,0,0,0,0,0.041320417,0.14009699,0.093907911,0.007415317,0.042598115,0.628611698,0,0.001391111,0,0.005218662,0.00141207,0
OTU_979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1195,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0.001768159
OTU_358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_346,0,0,0,1.08447667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_363,0,0,0,0,0,0,0.001530386,0,0,0,0.003704184,0,0,0,0,0,0,0
OTU_543,0,0,0,0,0,0,0.01836463,0.012316219,0.002981204,0.014830634,0.3444891,0.538407329,0.019206497,0.013911108,0.009959734,0.006958216,0.012708633,0.008840795
OTU_379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_369,0,0,0,0,0,0,0,0.001539527,0,0,0,0,0,0.959866453,0,0,0,0
OTU_408,0,0,0,0,0,0,0.829469109,0,0,0.005932254,0.220398941,0.002818887,0.001371893,0,0,0,0,0
OTU_761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_614,0,0,0,0.018751758,0,0.001525344,0.203541313,0.494188284,0.001490602,0.005932254,0.170392458,0.031007752,0.004115678,0,0,0.001739554,0.002824141,0.012377113
OTU_362,0,0,0,0,0,0,0,0,0,0,0.035189747,0,0,0,0.933369378,0,0,0
OTU_601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1781,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_841,0,0,0,0,0,0,0.350458351,0.070818259,0.165456795,0.011864507,0.274109607,0.083157153,0.002743785,0,0.001422819,0.001739554,0,0
OTU_736,0,0,0,0,0,0,0.503496932,0,0.001490602,0,0.007408368,0,0,0,0,0.001739554,0,0
OTU_364,0,0,0,0,0,0,0,0,0,0.978821854,0,0,0,0,0,0,0,0
OTU_339,0,0,0,1.025096103,0,0.001525344,0.001530386,0,0,0,0,0,0,0.001391111,0,0,0,0
OTU_394,0.004505519,0.001370821,0.001365355,0.001562646,0,0,0.010712701,0.172427065,0.745300878,0.022245951,0.005556276,0.001409443,0.001371893,0.004173332,0,0,0,0
OTU_1358,0,0,0,0,0,0,0.026016559,0.404895697,0.190797025,0.026695141,0.292630526,0.007047216,0.002743785,0.001391111,0,0.003479108,0.002824141,0
OTU_529,0,0,0,0,0,0,0.003060772,0.001539527,0.005962407,0.00444919,1.126071898,0.001409443,0.002743785,0.004173332,0.002845638,0.010437324,0,0.010608954
OTU_354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_407,0,0,0,0,0,0,0.116309322,0.047725348,0.679714401,0.057839473,0.001852092,0.021141649,0,0,0.001422819,0,0,0
OTU_400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_530,0,0,0,0,0,0,0,0,0,0,0.025929287,0.001409443,0,0,0,0,0,0
OTU_484,0,0,0,0,0.001590331,0.001525344,0.027546945,0.006158109,0,0.877973542,0.001852092,0,0,0,0,0,0,0
OTU_405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001422819,0,0,0
OTU_675,0,0,0,0,0,0,0.091823149,0,0.079001893,0,0,0.001409443,0,0,0.001422819,0,0.002824141,0.001768159
OTU_418,0,0,0,0,0,0,0.012243086,0.006158109,0.007453009,0,0.029633471,0,0.002743785,0.001391111,0.829503578,0.001739554,0.00141207,0
OTU_378,0,0,0,0,0,0,0,0.001539527,0.002981204,0.001483063,0.001852092,0,0.001371893,0.001391111,0,0,0.00141207,0.001768159
OTU_593,0,0.004112462,0,0.001562646,0,0,0.001530386,0,0,0.001483063,0,0.001409443,0,0,0,0,0.00141207,0
OTU_409,0,0,0,0,0,0,0.350458351,0.043106766,0.283214334,0.169069229,0.042598115,0.00422833,0.002743785,0.001391111,0.001422819,0,0,0
OTU_481,0,0,0,0,0,0,0.359640665,0.486490647,0.107323326,0,0,0.001409443,0,0,0,0,0,0.001768159
OTU_445,0,0,0,0,0,0,0.374944524,0.010776692,0.122229344,0.290680429,0.003704184,0.116983791,0,0,0,0,0,0
OTU_528,0,0,0,0,0,0,0.003060772,0.001539527,0.004471805,0.013347571,0.437093697,0.00845666,0.012347034,0.001391111,0.432537029,0.006958216,0.011296563,0.019449749
OTU_557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1101,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0.001371893,0,0,0,0,0
OTU_563,0,0,0,0,0,0,0.783557535,0.001539527,0.081983097,0.005932254,0.042598115,0.001409443,0.001371893,0,0,0,0,0.001768159
OTU_465,0,0,0,0,0,0,0.281590989,0.137017935,0.24594929,0.048941093,0.012964644,0.063424947,0.001371893,0,0,0,0,0
OTU_555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_435,0,0.541474181,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_840,0,0,0,0,0,0,0.012243086,0.035409129,0.007453009,0.00444919,0,0.015503876,0,0,0,0.001739554,0,0
OTU_397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_382,0,0,0,0,0,0,0,0,0,0,0,0.82311487,0,0,0,0,0,0
OTU_624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_506,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_390,0,0,0,0,0.003180662,0,0,0.007697637,0.010434212,0.759328469,0,0,0,0,0,0,0.002824141,0
OTU_1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_415,0.00150184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_477,0,0,0,0,0,0,0.628988568,0,0.002981204,0.013347571,0.203730113,0.001409443,0,0.002782222,0,0.001739554,0,0.003536318
OTU_665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_421,0,0,0,0,0,0,0.211193242,0,0.05962407,0,0,0.520084567,0,0,0,0,0,0
OTU_674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_603,0,0,0,0,0,0,0.191298226,0.05234393,0,0.086017678,0.020373011,0.014094433,0,0,0,0.516647532,0,0
OTU_420,0,0,0,0,0,0.001525344,0.001530386,0.006158109,0.001490602,0.71187044,0,0,0,0.001391111,0,0,0.00141207,0
OTU_401,0.012014718,0,0,0,0,0,0,0,0,0.763777659,0,0,0,0.001391111,0,0,0,0
OTU_590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_459,0,0,0,0,0,0,0.021425401,0.297128781,0.397990669,0.014830634,0.035189747,0.002818887,0.001371893,0.001391111,0.001422819,0,0,0
OTU_488,0,0,0,0,0,0,0.231088257,0.001539527,0,0.53390283,0.020373011,0,0,0,0,0.003479108,0.002824141,0
OTU_485,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_587,0,0,0,0,0,0,0.168342439,0.015395274,0.010434212,0.002966127,0.65934473,0.005637773,0.002743785,0.005564443,0.005691277,0.005218662,0.004236211,0.005304477
OTU_888,0,0,0,0,0,0,0,0.001539527,0,0,0,0,0,0,0.001422819,0,0,0
OTU_535,0,0,0,0,0,0.003050687,0.06580659,0.003079055,0.008943611,0.005932254,0.731576315,0,0.004115678,0.004173332,0.002845638,0.003479108,0.00141207,0.008840795
OTU_423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_760,0,0,0,0,0,0.001525344,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_429,0,0,0,0,0,0,0,0.003079055,0.691639215,0,0.064823218,0.007047216,0,0.002782222,0,0.001739554,0.00141207,0.003536318
OTU_541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_606,0,0,0,0,0,0,0.411673783,0,0.199740635,0.011864507,0.055562758,0,0.008231356,0.004173332,0.007114096,0.005218662,0.004236211,0.005304477
OTU_489,0,0,0,0,0,0.001525344,0.009182315,0.001539527,0.001490602,0.001483063,0.903820866,0.001409443,0.002743785,0.001391111,0,0,0.002824141,0
OTU_576,0,0,0,0,0,0,0.413204169,0,0.07602069,0.007415317,0.005556276,0.001409443,0,0.001391111,0,0,0,0.001768159
OTU_858,0,0,0.001365355,0,0.001590331,0,0.044381188,0.001539527,0.093907911,0.013347571,0.005556276,0.022551092,0.008231356,0.01669333,0,0.01739554,0.039537971,0.005304477
OTU_462,0,0,0,0,0,0,0.754480204,0,0,0,0.00926046,0,0,0,0,0,0.00141207,0
OTU_411,0,0,0,0,0,0,0.076519291,0,0.624562136,0.00444919,0,0.033826638,0,0.001391111,0,0,0,0
OTU_492,0,0,0,0,0,0,0.235679415,0.015395274,0.22060906,0.216527259,0.016668827,0.00422833,0.002743785,0.001391111,0,0,0,0.001768159
OTU_915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_449,0,0,0,0,0,0,0,0,0,0.723734947,0,0,0,0,0,0,0,0
OTU_552,0,0,0,0,0,0,0,0,0,0,0,0,0.001371893,0,0,0.001739554,0,0
OTU_458,0,0,0,0,0,0,0,0,0,0,0,0,0.001371893,0,0,0.001739554,0,0
OTU_479,0,0,0,0,0,0,0.097944692,0.015395274,0.338366599,0.180933737,0.035189747,0.057787174,0,0.001391111,0,0,0.00141207,0
OTU_456,0,0,0,0,0,0,0.052033118,0.024632438,0.005962407,0.348519903,0.340784917,0,0,0.001391111,0.001422819,0.001739554,0,0.003536318
OTU_570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_516,0,0,0,0,0,0,0.532574262,0.047725348,0,0.001483063,0.159279907,0.002818887,0.001371893,0.001391111,0.001422819,0,0,0.001768159
OTU_545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_602,0,0,0,0,0.004770992,0,0.006121543,0.474174428,0.043227451,0,0.164836182,0,0,0.005564443,0.001422819,0.00869777,0.004236211,0.003536318
OTU_475,0,0,0.001365355,0,0,0,0,0,0,0.001483063,0,0,0,0.001391111,0,0,0,0
OTU_755,0,0,0,0,0,0,0.186707069,0,0.190797025,0.007415317,0.074083678,0.21564482,0.001371893,0,0,0.001739554,0.00141207,0
OTU_594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_442,0,0,0,0,0,0,0.003060772,0,0.007453009,0,0.042598115,0,0.001371893,0,0.624617617,0.001739554,0,0
OTU_699,0.024029436,0,0,0,0,0,0,0,0,0.139407961,0,0,0,0,0,0,0.00141207,0
OTU_503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_573,0,0,0,0.092196143,0,0.160161076,0.001530386,0,0.223590263,0.136441834,0.007408368,0.038054968,0,0,0.002845638,0.001739554,0,0
OTU_464,0,0,0,0,0,0,0,0,0,0,0.012964644,0,0,0,0,0,0,0
OTU_615,0,0,0,0.001562646,0,0,0.016834244,0,0.001490602,0.016313698,0.368566296,0.2931642,0.001371893,0,0,0.001739554,0,0
OTU_443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_821,0,0,0,0,0,0,0.175994368,0.02309291,0.004471805,0.059322537,0.129646436,0.225510923,0.008231356,0.004173332,0.004268458,0.003479108,0.008472422,0.005304477
OTU_476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_613,0.238792521,0,0,0,0,0,0.128552408,0.004618582,0.02534023,0.160170849,0.044450207,0.00845666,0,0.001391111,0.022765107,0.005218662,0,0.001768159
OTU_526,0,0,0,0,0,0,0.009182315,0.012316219,0.393518864,0.048941093,0.153723631,0.005637773,0.004115678,0.006955554,0.002845638,0.012176878,0.011296563,0.010608954
OTU_846,0,0.009595745,0.001365355,0,0,0,0.001530386,0,0.002981204,0.001483063,0,0.001409443,0,0,0.002845638,0,0,0.001768159
OTU_444,0,0,0,0,0,0,0.001530386,0,0,0.649581776,0.022225103,0,0,0,0,0,0,0
OTU_652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_482,0,0,0,0,0,0,0.677960914,0,0.001490602,0,0.005556276,0,0,0,0,0,0,0
OTU_662,0,0,0,0,0,0,0.048972346,0.004618582,0.324951183,0.007415317,0.292630526,0.002818887,0.001371893,0.004173332,0.004268458,0.001739554,0.005648282,0.001768159
OTU_486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_629,0,0,0,0,0,0,0.488193073,0.009237164,0.004471805,0.007415317,0.144463171,0.002818887,0.004115678,0.008346665,0.008536915,0.003479108,0.002824141,0.005304477
OTU_521,0,0,0.181592278,0,0,0,0,0,0.001490602,0,0,0,0,0,0,0,0,0
OTU_560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_742,0,0,0.133804836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_406,0,0,0,0,0,0,0.001530386,0,0.624562136,0,0.033337655,0,0,0,0,0,0,0
OTU_472,0,0,0,0,0,0,0,0.634285274,0,0,0,0,0,0,0.036993299,0,0,0.001768159
OTU_549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_466,0,0,0,0,0,0,0,0,0,0,0.00926046,0.597603946,0,0,0,0,0,0
OTU_790,0,0,0,0,0,0,0.050502732,0.063120622,0.046208654,0,0.062971126,0,0.111123306,0.036168881,0.076832235,0.106112793,0.049422463,0.061885565
OTU_490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_828,0,0,0,0,0,0,0.001530386,0.02309291,0,0.142374088,0,0,0,0,0,0,0.00141207,0.03536318
OTU_463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_531,0,0,0,0,0,0,0.01836463,0,0,0,0,0,0,0,0,0,0,0
OTU_1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_598,0.00300368,0,0,0.001562646,0.004770992,0,0.185176683,0.213994304,0.023849628,0.001483063,0.014816736,0.014094433,0.002743785,0.001391111,0,0.001739554,0.00141207,0.003536318
OTU_756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_525,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_487,0,0,0,0.5578648,0.003180662,0,0.055093889,0,0,0,0.001852092,0,0.001371893,0,0,0,0,0
OTU_697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_591,0,0,0,0,0.003180662,0.001525344,0.153038581,0.281733508,0,0.131992644,0.011112552,0.001409443,0,0.001391111,0.005691277,0,0,0
OTU_519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_534,0,0,0,0,0,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_553,0.00300368,0.008224924,0.002730711,0,0,0,0,0,0,0,0.011112552,0,0,0,0.507946445,0,0,0
OTU_647,0,0,0,0,0,0,0.394839539,0,0,0.002966127,0.001852092,0.183227625,0,0,0,0,0,0.001768159
OTU_650,0,0,0,0,0,0,0.17905514,0.015395274,0.405443678,0,0,0,0,0,0,0,0,0
OTU_474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001768159
OTU_757,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_470,0,0,0,0,0,0,0.475949987,0.001539527,0.083473698,0.011864507,0,0.001409443,0,0,0,0,0,0
OTU_471,0,0.542845001,0.001365355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_783,0.007509199,0,0,0,0,0,0,0,0,0.001483063,0.016668827,0,0,0,0,0,0,0
OTU_448,0.593226703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_498,0,0,0,0,0,0,0.006121543,0.006158109,0.544069641,0.001483063,0.001852092,0,0.006859463,0.004173332,0.005691277,0,0,0
OTU_604,0,0,0,0,0,0,0,0.001539527,0.268308316,0,0,0,0,0,0.011382553,0.180913614,0,0.033595021
OTU_637,0,0,0,0,0,0,0.004591157,0.341775075,0.004471805,0.005932254,0.272257515,0.001409443,0.002743785,0,0.001422819,0,0.002824141,0.001768159
OTU_583,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_678,0,0,0,0,0,0,0.010712701,0.009237164,0.016396619,0.001483063,0.164836182,0.002818887,0.009603249,0.001391111,0.332939687,0.005218662,0.009884493,0.003536318
OTU_748,0.00150184,0,0,0,0,0,0.001530386,0,0.202721839,0.223942576,0,0,0.006859463,0,0.014228192,0.006958216,0.00141207,0.001768159
OTU_1169,0,0,0,0,0,0,0,0.010776692,0,0.001483063,0,0,0,0,0,0,0,0
OTU_659,0,0,0.001365355,0,0,0,0.111718164,0.069278731,0,0.157204722,0.003704184,0.00422833,0.001371893,0.002782222,0.001422819,0,0.00141207,0
OTU_522,0,0,0.001365355,0.017189111,0.001590331,0,0,0.001539527,0,0,0,0,0,0.498017667,0,0,0,0.001768159
OTU_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_518,0.004505519,0,0.001365355,0.37503516,0,0.149483671,0.003060772,0.02309291,0.005962407,0,0.001852092,0,0,0,0,0,0.00141207,0.005304477
OTU_694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_718,0,0,0,0,0,0,0.123961251,0.203217612,0.002981204,0.025212078,0.17224455,0.045102185,0.004115678,0.002782222,0.001422819,0,0.002824141,0.001768159
OTU_494,0,0,0,0,0,0,0,0,0,0.001483063,0.007408368,0,0,0,0,0,0,0
OTU_687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1200,0,0,0,0,0,0,0,0,0,0.00444919,0,0,0,0,0,0,0,0
OTU_509,0,0,0,0,0.001590331,0,0.143856266,0.033869602,0.13564476,0.213561132,0.003704184,0.007047216,0,0,0,0,0,0
OTU_571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_537,0,0,0,0,0,0,0.521861561,0.009237164,0.017887221,0,0.005556276,0.00422833,0,0,0,0,0.00141207,0
OTU_547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_620,0,0,0,0,0,0,0.32138102,0.012316219,0.020868425,0.002966127,0.012964644,0.147991543,0,0,0,0,0,0.001768159
OTU_894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_735,0,0,0,0,0,0,0.007651929,0.020013856,0.020868425,0.014830634,0.098160873,0.002818887,0.004115678,0.004173332,0.004268458,0.013916432,0.009884493,0.005304477
OTU_729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_772,0,0,0,0,0,0,0.01836463,0.075436841,0.001490602,0.001483063,0.307447262,0.169133192,0.001371893,0,0,0.001739554,0,0
OTU_495,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_860,0,0,0,0,0,0,0.105596621,0.036948657,0.008943611,0.071187044,0.316707721,0.001409443,0,0,0.001422819,0.001739554,0.00141207,0.001768159
OTU_814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_645,0,0.001370821,0,0,0.001590331,0.001525344,0.010712701,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_725,0.00150184,0,0.001365355,0.001562646,0,0,0.506557703,0.003079055,0.010434212,0,0.003704184,0,0,0,0,0,0,0
OTU_784,0,0,0.010922844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1283,0,0,0,0,0,0,0.246392115,0.032330075,0.122229344,0.038559649,0.061119034,0.016913319,0,0,0,0.001739554,0,0.003536318
OTU_711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_473,0,0.479787249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_700,0,0.001370821,0,0,0,0,0.074988905,0,0,0,0,0,0,0,0,0,0,0
OTU_510,0,0,0,0,0,0,0,0,0,0,0,0,0.001371893,0,0,0,0,0
OTU_554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_661,0,0,0,0,0,0,0,0.001539527,0,0.305511064,0.192617562,0,0.002743785,0.001391111,0.002845638,0.001739554,0,0.007072636
OTU_1068,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_1094,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_626,0,0.001370821,0,0,0,0,0.408613011,0.001539527,0.001490602,0,0.098160873,0.00422833,0.001371893,0,0,0,0,0.001768159
OTU_491,0,0,0,0,0,0,0.003060772,0,0,0.347036839,0,0.135306554,0,0,0,0,0,0
OTU_496,0,0.001370821,0,0.520361284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_708,0.007509199,0,0,0,0,0,0.078049676,0,0.053661663,0.225425639,0.061119034,0.00422833,0,0,0.002845638,0,0,0
OTU_1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_822,0,0,0,0,0,0,0.151508195,0.003079055,0.001490602,0.00444919,0.333376549,0.002818887,0.002743785,0.002782222,0.01707383,0.006958216,0.00141207,0.001768159
OTU_558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_564,0,0,0,0,0,0,0,0.001539527,0,0,0.001852092,0,0,0,0,0,0,0
OTU_589,0,0,0,0.001562646,0,0,0.399430696,0,0.005962407,0.007415317,0.042598115,0.001409443,0,0.004173332,0.008536915,0.003479108,0.005648282,0.001768159
OTU_638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_837,0,0,0,0.003125293,0,0,0,0,0,0.001483063,0.570444317,0,0,0,0,0,0,0.001768159
OTU_550,0,0,0,0,0,0,0.373414138,0.001539527,0.029812035,0,0.011112552,0.063424947,0,0,0,0,0.00141207,0
OTU_632,0.172711572,0.002741641,0,0.248460793,0,0.056437713,0,0,0,0,0,0.002818887,0,0,0,0,0,0
OTU_646,0,0,0,0,0,0,0.353519122,0.012316219,0.005962407,0.044491902,0.040746023,0,0.002743785,0,0,0.005218662,0.002824141,0
OTU_536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_544,0.437035368,0,0,0,0,0.001525344,0,0,0,0,0,0,0,0,0.001422819,0,0,0
OTU_596,0,0,0,0,0,0,0,0,0.047699256,0,0,0,0,0,0,0.102633685,0.312067553,0
OTU_640,0,0,0,0.003125293,0,0,0.003060772,0.004618582,0,0.422673074,0.012964644,0.001409443,0,0.001391111,0,0,0.00141207,0
OTU_842,0,0,0,0,0,0,0.004591157,0,0.129682353,0.014830634,0.309299354,0.005637773,0.001371893,0,0.002845638,0,0.00141207,0.008840795
