,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_4,22.14462717,19.80561762,13.7764367,6.15370191,30.27671756,18.21107705,0.240270572,0.038488184,0.008943611,0.011864507,0.074083678,0.005637773,0.013718927,0,0.005691277,0.006958216,0.005648282,0.005304477
OTU_12,0.007509199,0.004112462,0.004096066,0.001562646,0.003180662,0.004576031,0,0.001539527,0.001490602,0.013347571,0,0.00422833,0,0.001391111,0.001422819,0,0,0.001768159
OTU_6,0.007509199,0.010966566,1.383105091,0.360971341,0.007951654,0.033557559,0,0,0.001490602,0.001483063,0,0.001409443,0.001371893,0,0,0,0,0
OTU_3,0.692348126,9.076203923,0.811021149,0.262524612,0.213104326,4.739242514,0.662657056,1.813563236,3.899414194,5.155128433,0.035189747,4.238195913,0.43763376,6.949989567,13.87817822,0.607104338,3.898726313,1.004314308
OTU_1,0.555680709,0.020562311,16.01425431,0.100009376,0.014312977,0.109824738,0.001530386,0.001539527,0.004471805,0.010381444,0.001852092,0.005637773,0.005487571,0.001391111,0,0.001739554,0.002824141,9.542754084
OTU_2,0,0,0,0,0,0,0.015303858,0.020013856,0.008943611,2.184552411,0.012964644,0.011275546,12.71881688,0.009737776,0,0.01739554,38.05953289,1.276610793
OTU_24,2.13111061,0.320772046,1.714886471,2.006438104,6.237277354,0.620814839,0.782027149,0.389500423,1.529357402,4.078424393,0.016668827,0.713178295,1.714865829,2.154830632,8.771680207,23.32046063,3.607839815,2.296838532
OTU_10,0.00150184,0,0,0,0,0,0.039790031,0.001539527,0,0.007415317,0.007408368,0.002818887,0,0.001391111,0.001422819,0,0,0
OTU_44,0.00300368,0,0.001365355,0,0.001590331,0,0,0.001539527,0.001490602,0.019279824,0.001852092,0.005637773,0,0.001391111,0,0.006958216,0,0
OTU_9,0.00150184,0.001370821,0.001365355,0,0.003180662,0.001525344,0,0,0.001490602,0.002966127,0,0.001409443,0,0,0,0.001739554,0.00141207,0
OTU_8,0.00300368,0.002741641,0.001365355,0,0.001590331,0.001525344,3.780052951,3.445462243,4.547825957,3.634988432,0.144463171,2.035236082,25.01646271,0.008346665,0.012805373,0.006958216,0.009884493,0.024754226
OTU_830,0.00300368,0,0.001365355,0.001562646,0.001590331,0.001525344,0,0.004618582,0,0.007415317,0,0.007047216,0.001371893,0,0,0.001739554,0,0.001768159
OTU_7,0.057069911,0.566148953,8.854330225,4.436353408,9.623091603,0.062539087,0.581546608,0.294049727,0.530654225,0.361867473,0.038893931,0.845665962,2.300663996,2.746052723,2.154148229,0.00869777,1.080233839,0.010608954
OTU_311,0,0,0.001365355,0,0.001590331,0,0.003060772,0,1.320673156,0.017796761,0,0.001409443,0,0.001391111,0.002845638,0.001739554,0.00141207,0.003536318
OTU_19,0,0,0,0,0,0,0,0,0,0,0.037041839,0,0.010975141,0.001391111,0.012805373,40.94214243,0,0
OTU_11,0,0.009595745,0,0,0,0,0,0,0,0.010381444,0,0.001409443,0.001371893,0,0.001422819,0.001739554,0,0
OTU_35,0,0,0,0.032815576,0.004770992,0.010677405,0.055093889,0.001539527,0,0.00444919,0.003704184,0,0.001371893,0,0,0,0,0.001768159
OTU_18,0,0,0,0,0,0,4.470256952,1.462550997,0.985287761,1.073737913,0.062971126,0.549682875,22.16018219,0.004173332,0.005691277,0.00869777,0.004236211,0.012377113
OTU_15,0.00300368,0,2.64059748,0.001562646,0,0.001525344,0.007651929,0.007697637,0.008943611,0,0.007408368,0,0,26.05828754,0,0,0.008472422,0.012377113
OTU_16,0.889089134,0.77177206,0.002730711,2.528362034,0.007951654,0.036608246,0.001530386,0.004618582,0.007453009,4.317197603,0.011112552,0.00845666,9.142292707,0.006955554,0.005691277,0.006958216,9.016069361,3.051842422
OTU_13,0,0,0,0,0,0.003050687,0.001530386,0,0,0.00444919,0.003704184,0,0,0,0.001422819,0.003479108,0,0
OTU_54,0.00300368,3.958930212,0.010922844,0.012501172,11.3947201,8.349730777,0.656535513,0.178585174,0.026830832,0.00444919,0.029633471,3.681465821,0.012347034,0.005564443,0.012805373,0.02609331,0.004236211,0.014145272
OTU_31,0.00300368,0.004112462,0.001365355,0.004687939,0,0.004576031,0.153038581,0,0.002981204,0.007415317,0,0,0,0,0.001422819,0,0,0
OTU_62,0.145678456,6.319483475,8.123865048,5.317686033,0.163804071,0.006101374,0.479010759,0.043106766,0.047699256,0.072670107,0.04815439,0.023960536,0.012347034,0.022257773,0.005691277,0.022614202,0.042362111,0.076030837
OTU_60,0.018022077,7.273574689,0.068267774,0.734443854,0.011132316,7.320123858,0.007651929,0.004618582,0,1.707005992,0.014816736,0.00422833,0.598145201,0.001391111,0,0.005218662,5.967409416,0.694886484
OTU_14,0,0,0.001365355,0,0,0,0.006121543,0.009237164,0.004471805,0.001483063,0.005556276,0,0.023322175,0.004173332,0,0.001739554,0.014120704,29.72275267
OTU_17,0,0,0,0,0,0,0.001530386,0,0,0,0.001852092,0,0.001371893,0,0,0.001739554,0,0
OTU_26,5.217391304,4.049404378,3.517155691,5.952120511,0.014312977,0.016778779,0.370353366,0.124701717,0.232533874,0.129026517,0.074083678,0.093023256,0.104263842,0.073728873,0.071140959,0.132206102,0.064955237,0.08840795
OTU_20,0.00150184,0,0,0,0,0.001525344,0,0,0,0.002966127,0,0.001409443,0,0.001391111,0.001422819,0,0,0
OTU_25,0.00300368,0.008224924,0.001365355,0.145326124,0.004770992,0.003050687,0.030607716,0.016934801,0.11924814,0.176484546,0.020373011,0.009866103,1.167480656,0.009737776,0.007114096,0.006958216,19.28323308,0.258151213
OTU_212,0.00150184,0,0,0,0,0.003050687,0.396369925,0.006158109,0,0.005932254,0,0.002818887,0,0.004173332,0,0.005218662,0,0
OTU_22,0.00150184,0,0,0,0,0,0.003060772,0.799014702,0.184834618,0,0.003704184,0.225510923,0.299072601,0.004173332,3.989584964,11.63935567,0.135558756,7.044345428
OTU_23,0,0,0,0,0,0,0.009182315,0.003079055,0.005962407,0.00444919,0.001852092,0,0.009603249,0.001391111,0,0,0.008472422,24.82495226
OTU_33,0,0.001370821,0,0,0,0,0.007651929,0.016934801,0.064095876,0.010381444,1.963217454,0.00422833,0.005487571,16.86721847,0.008536915,0.012176878,0.009884493,0.005304477
OTU_1515,1.838251859,0.159015202,5.884682077,2.747132544,0.014312977,0.009152062,0.942717659,0.197059503,0.138625963,0.034110459,0.00926046,0.042283298,0.009603249,0.006955554,0.001422819,0.055665727,0.014120704,0.010608954
OTU_27,7.220845536,3.551796461,0.002730711,3.486264337,0.006361323,2.876797999,0.003060772,0.084674005,0.005962407,0,0,0.132487667,0,0,0.001422819,0.003479108,0,0.001768159
OTU_28,0.006007359,4.559349683,0,0,0,0,0.353519122,0.223231468,1.544263419,0.084534615,1.540940492,0.876673714,0.006859463,0.001391111,7.970633012,0.013916432,0,0
OTU_36,14.13081024,0.008224924,0.013653555,0.021877051,0.009541985,3.35423054,0.067336976,0.003079055,0.001490602,0.002966127,0.022225103,0,0,0.001391111,0.002845638,0,0,0
OTU_82,0,0.002741641,0,0.004687939,0,0,0,0,0.001490602,0.005932254,0,0.001409443,0,0,0.001422819,0.001739554,0.00141207,0.001768159
OTU_45,0.006007359,8.601899958,0.005461422,0.003125293,0.004770992,7.368934853,0.001530386,0.003079055,0,0,0,0.023960536,0,0,0,0.001739554,0.002824141,0
OTU_29,0,0,0,0,0,0,0,0,0.001490602,0.00444919,0,0.002818887,0.001371893,0,0,0,0,0.003536318
OTU_40,0.007509199,0.004112462,0.009557488,0.001562646,0.001590331,0.003050687,0,0,0,0,0,0,0.004115678,0,0.004268458,18.79066207,0,0
OTU_38,0,0,0,0,0,0,0.006121543,0.003079055,0.004471805,0,0.005556276,0,0,14.8612367,0,0,0.007060352,0.007072636
OTU_34,0,0,0,0,0,0,2.557274689,3.707181895,1.338560377,2.194933855,2.239179153,3.713883016,0.005487571,0.004173332,0.196349046,0.010437324,0.012708633,0.003536318
OTU_39,0,0,0,0,0,0,0.006121543,0,0.001490602,0.002966127,0.005556276,0.001409443,0.002743785,0,0,0,0,0.003536318
OTU_1603,0.00300368,0.002741641,0,0,0,0,0,0,0,0.007415317,0,0.085976039,0,0,0,0,0,0.001768159
OTU_55,0.007509199,1.172051707,0.006826777,0.148451417,0.011132316,0.003050687,0.001530386,0.001539527,0,0.001483063,0.038893931,0.001409443,0,0.001391111,0,0,0,0
OTU_41,0,0,0,0,0,0,0.003060772,0.004618582,0.004471805,0,0.003704184,0,0,14.09890798,0,0,0.00141207,0.003536318
OTU_46,0.006007359,7.878106622,0.009557488,6.424039754,0,0,0.035198874,0,0.005962407,0.002966127,0.003704184,0.007047216,0,0.002782222,0.001422819,0.001739554,0.004236211,0.005304477
OTU_80,0,0.001370821,0,0,0,0,3.989715807,3.848818413,2.866427177,0.388562615,1.868760765,1.806906272,0.009603249,0.009737776,0.012805373,0.003479108,0.007060352,0.005304477
OTU_151,0.007509199,0.342705178,0.009557488,2.484607932,11.71119593,0.013728092,0.211193242,0.006158109,0.005962407,0,0.005556276,0,0.002743785,0.004173332,0,0,0.005648282,0.003536318
OTU_83,2.339866336,0.016449849,0.005461422,0.012501172,11.86068702,0.02135481,0.174463982,0.053883458,0.028321433,0.088983805,0.027781379,0.001409443,0.006859463,0.015302219,0.001422819,0.00869777,0.021181056,0.028290544
OTU_52,0.006007359,3.70532838,0.008192133,0.007813232,0,0.004576031,1.163093216,1.42560234,1.095592291,0.468648039,2.339192117,3.03030303,0.305932064,0.041733324,0.039838937,0.073061267,0.03671383,0.067190042
OTU_30,0,0.001370821,0,0,0,0,0,0,0,0.00444919,0,0,13.24150798,0,0.002845638,0.006958216,0,0.003536318
OTU_73,6.941503342,0.005483283,0.005461422,6.547488827,0.003180662,0.003050687,0.085701605,0.252482488,0.062605274,0.210595005,0.175948734,0.029598309,0.002743785,0,0.001422819,0.001739554,0,0.003536318
OTU_49,0,0,0,0,0,0,0.234149029,0.001539527,0.028321433,0.001483063,0.005556276,0.002818887,0.001371893,0,0,0.003479108,0,0.001768159
OTU_37,0.00150184,0.008224924,4.235332669,8.485170485,0.003180662,0.004576031,0.004591157,0.001539527,0.002981204,0.001483063,0.001852092,0.032417195,0.002743785,0.004173332,0.002845638,0.003479108,0.00141207,0.008840795
OTU_47,0,0,0,0,0,0,0,0,0,0,0.003704184,0,0,0,0,0,0,0
OTU_106,0.007509199,0.008224924,2.228260128,0.025002344,0.009541985,0.018304123,2.118053961,1.91055346,0.852624204,1.996203358,0.085196229,2.692036646,0.017834605,0.004173332,0.01707383,0.024353756,0.004236211,0.005304477
OTU_86,0,0,0.001365355,0.001562646,0,0.001525344,0,0,0.017887221,0.007415317,0,0.001409443,0,0,0.002845638,0,0,0
OTU_56,8.396786063,0.002741641,0.002730711,0.004687939,0.007951654,3.88199942,0.022955787,0.28635209,0.023849628,0.020762888,0.020373011,0.012684989,0.016462712,0.012519997,0.042684575,0.012176878,0.012708633,0.022986067
OTU_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_42,0,0,0,0.264087258,0,0,0.004591157,0.003079055,0,0.502758498,0.005556276,0.007047216,2.380233771,0.005564443,0.001422819,0.003479108,8.093987404,0.01768159
OTU_53,0.00300368,0.004112462,0.001365355,0,0,0,0,0,0,0.001483063,0,0.001409443,0.001371893,0,0,0,0,0
OTU_72,6.734249456,0,0,0.001562646,0.001590331,4.452477921,0.038259645,0,0,0.00444919,0.003704184,0,0,0,0.012805373,0,0.00141207,0.001768159
OTU_152,0,0,0,0,0,0,0.003060772,0,0,0.005932254,0.001852092,0,0,0,0,0,0,0
OTU_57,0,0,0,0,0.001590331,0,0,0,0.001490602,0,0,0,0,0,0.001422819,0.001739554,0,0
OTU_64,0,0,0,0,0,0,0,0,0,0,0,0.001409443,0,0,0,0,0,0
OTU_104,0.00150184,3.810881575,0,0.001562646,4.895038168,0.001525344,0.400961082,0.274035871,0.953985124,0.321824761,0.016668827,0.066243834,0,0,0,0,0,0.001768159
OTU_131,0,0,0,0,0,0,0,0.001539527,0,0.002966127,0,0.001409443,0,0,0,0.003479108,0,0
OTU_450,0,0,0,0,0,0,0.06580659,0.006158109,0,0.002966127,0,0.002818887,0,0,0,0,0,0
OTU_67,0,0,0.076459906,0,0,0,0,0,0.02534023,0.001483063,0.001852092,0,0.001371893,0,0.002845638,0.001739554,0.00141207,0
OTU_90,0,0,0,0,0,0,0,0,0.001490602,0.010381444,0,0,0,0,0,0.003479108,0,0
OTU_70,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0.001371893,0,9.962579856,0.001739554,0,0
OTU_89,0,0,0,0,0,0,2.056838529,1.159264106,5.87446152,0.717802693,0.059266942,0.184637068,0,0.005564443,0.002845638,0,0,0.005304477
OTU_69,0,0,0,0.001562646,0,0,0,0.003079055,0,0.00444919,0,0,0,0,0,0,0.00141207,0
OTU_114,0.007509199,0.015079028,7.535396841,0.534425102,0.003180662,0.015253436,0.030607716,0.004618582,0.008943611,0.102331376,0,0.018322763,0.012347034,0.015302219,0.007114096,0.005218662,0.009884493,0.019449749
OTU_185,0,0,0,0,0,0,1.857888374,1.721191594,3.978416087,0.573945542,0.170392458,1.598308668,0,0.002782222,0.002845638,0,0.004236211,0.003536318
OTU_51,9.671848014,0.004112462,0.002730711,0,0.001590331,0,0,0.001539527,0,0.002966127,0,0.002818887,0,0,0,0,0,0
OTU_134,0.006007359,0.002741641,0.002730711,0.028127637,0.003180662,0,0,0,0,0,0,0,0,0.004173332,0,0,0,0
OTU_66,0,0,0,0,0,0,0.472889215,0.055422985,0.344329006,0.001483063,0.437093697,7.350246653,0.002743785,0,0.001422819,0.005218662,0,0.321804937
OTU_139,0,0,0,0,0.001590331,0,0,0,0,0.00444919,0.001852092,0,0.001371893,0.001391111,0,0.005218662,0,0
OTU_58,0,0,0.001365355,0.001562646,0,0.001525344,0,1.194673235,2.304470315,0.038559649,0.001852092,0.001409443,0.006859463,0.079293316,2.398873127,0.003479108,0.482928069,2.52846736
OTU_50,0,0,0,0,0,0,0.004591157,0,0.001490602,0.001483063,0.001852092,0,0,0,0,0,0,0
OTU_109,0,0,0,0,0,0,0,0.001539527,0,0.002966127,0.001852092,0,0.001371893,0,0,0.001739554,0,0
OTU_48,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_119,0,0,0,0,0,0,0.581546608,0.17550612,4.190081536,0.304028,1.259422518,2.241014799,0.004115678,0.002782222,0.002845638,0.006958216,0.004236211,0.003536318
OTU_120,0.563189908,0,0.001365355,0,0,0,0,0,0,0.002966127,0,0.002818887,0,0,0,0.001739554,0,0
OTU_501,0,0,0,0.001562646,0,0,0.004591157,1.408667539,0.001490602,0.00444919,0,0,0,0,0,0,0.00141207,0
OTU_59,0,0,0,0,0,0,1.66199899,3.268416596,1.213349829,1.905736489,0.533402478,0.132487667,0,0.002782222,0,0,0.00141207,0.005304477
OTU_116,0.00150184,0.001370821,0.001365355,5.047348189,0.003180662,3.610488262,0.003060772,0.083134478,0.007453009,0.002966127,0.101865057,0.002818887,0.004115678,0.012519997,0.005691277,0,0.002824141,0.001768159
OTU_63,0,0,0,0,0,0,1.747700595,1.651912863,1.979519132,0.36038441,0.088900413,2.367864693,0.002743785,0.005564443,0.004268458,0.001739554,0.002824141,0.005304477
OTU_118,0.00150184,0,0,0,0,0,0.850894511,1.219305673,0.861567815,0.858693718,2.433648806,2.176180409,0.009603249,0.004173332,0.002845638,0.010437324,0.005648282,0.012377113
OTU_75,0,0,0,0.056255274,0.001590331,0,0,0.003079055,0,0.00444919,0,0.002818887,0,0,0,0,0,0
OTU_94,0,0,0,0,0,0,0.006121543,8.213378493,0.002981204,0,0.001852092,0,0,0.001391111,0,0,0.00141207,0
OTU_1469,0,0,0,0,0.001590331,0.001525344,0,0,0,0.001483063,0.003704184,0.001409443,0,0,0,0,0,0
OTU_196,0.00150184,0,0.002730711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_275,0.00150184,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_65,0,0,0,0,0,0,0,0.001539527,0,0.001483063,0,0,0.001371893,0,0,0,0,0
OTU_153,0.00150184,0.004112462,0,0.001562646,0,0.003050687,0,0,0,0.002966127,0,0,0.001371893,0,0,0.003479108,0,0.005304477
OTU_88,1.778178268,0.013708207,0.001365355,0.003125293,0.017493639,4.995500236,0,0.001539527,0.002981204,0,0.001852092,0.001409443,0,0,0,0.003479108,0,0
OTU_61,0,0,0,0,0,0,0,0,0.001490602,0,0.003704184,0,0.005487571,0,7.239303957,0.001739554,0,0
OTU_136,0.00150184,0.002741641,6.899141191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_85,0,0,0,0,0,0,0.442281499,0,0,0.001483063,0.005556276,0,0,0,0.001422819,0,0,0
OTU_71,0,0,0,0,0,0,0.013773472,0.009237164,0.092417309,0.020762888,0.242624044,0.009866103,0.02057839,0.011128886,6.513666178,0.012176878,0.007060352,0.01768159
OTU_143,0,0,0,0,0,0,0.699386315,1.436379032,0.3398572,2.393664353,0.401903951,1.785764623,0.005487571,0.001391111,0.001422819,0.001739554,0.004236211,0.001768159
OTU_125,0,0.001370821,3.287775972,3.840985092,0.001590331,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_211,0,0,0,0,0,0,0,0.001539527,0,0.001483063,0,0.001409443,0,0,0,0,0,0.001768159
OTU_146,0,0,0,0.001562646,0,0.001525344,0,0.001539527,0,0.00444919,0,0,0,0,0,0,0,0
OTU_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001391111,0,0,0,0
OTU_352,0,0,0,0,0,0,1.70944095,1.290123932,0.333894793,2.269087026,0.58340896,0.801973221,0.004115678,0.004173332,0.001422819,0,0.00141207,0
OTU_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001768159
OTU_123,0,0,0,0,0,0,1.470700764,1.10999923,1.602396888,2.226078187,0.077787861,0.400281889,0,0,0.001422819,0,0.00141207,0
OTU_150,0.00150184,0,0,0.001562646,0.001590331,0,0,0,0.001490602,0.001483063,0.003704184,0.001409443,0,0,0,0,0,0
OTU_155,0,0,0,0.003125293,0.003180662,6.972345521,0.001530386,0,0.004471805,0.002966127,0.027781379,0,0.002743785,0.001391111,0.002845638,0.005218662,0,0.003536318
OTU_111,0,0,0.08738275,0.010938525,0.003180662,0,0.117839707,0,0,0,0,0,0,0,0,0,0,0
OTU_115,0.00300368,0.001370821,1.231550634,0.207831984,0.001590331,0.292865968,0,0,0.001490602,0,0,0,0,0,0,0,0.097432856,0.005304477
OTU_127,0,0.001370821,0,0,0,0.018304123,0,0,0,0.001483063,0.001852092,0.001409443,0,0,0,0,0,0
OTU_398,0.00150184,0.002741641,0,0.078132325,0.004770992,3.192544121,0.769784063,0.303286891,0.421840297,0.066737854,0.277813791,1.057082452,0.004115678,0.002782222,0.004268458,0.012176878,0.005648282,0.008840795
OTU_110,0.018022077,0.738872363,0.008192133,1.189173985,0.682251908,0.173889169,0,0,1.165650573,0.002966127,0.00926046,0.002818887,0.002743785,0.001391111,1.811248808,0.546219949,0,0
OTU_243,0.004505519,0.004112462,0.520200434,0.001562646,0,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_209,0.153187655,0.09732827,0.099670949,1.186048692,0.007951654,0.009152062,1.285524081,1.097683011,1.465261526,0.628818888,0.051858574,0.167723749,0.002743785,0.002782222,0.005691277,0.003479108,0.002824141,0.007072636
OTU_102,0,0,0.001365355,0,0,0.001525344,0.001530386,0.135478408,0.214646653,0.002966127,0.001852092,0,0.002743785,0,0.725637779,0,0.00141207,0.093712427
OTU_117,0,0,0,0.001562646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_159,3.090786213,0.001370821,0,0.003125293,0,0,0,1.302440151,0,0,0.001852092,0,0.002743785,0.002782222,0,0,0,0.033595021
OTU_81,0,0,0,0,0,0,0.004591157,0,0,0.00444919,0.00926046,0,0,0,0,0,0,0
OTU_77,0,0,0,0,0,0,1.17992746,0.013855746,3.783147257,0.05635641,0.361157928,0.449612403,0.002743785,0.002782222,0.005691277,0,0.007060352,0.003536318
OTU_269,0.00150184,0,0,0,0,0,0,0,0,0.002966127,0.018520919,0,0,0,0,0,0.00141207,0
OTU_97,0,0,0,0,0,0,1.097286626,0.738973135,0.187815821,2.64430207,1.529827941,0.023960536,0.001371893,0,0.001422819,0.001739554,0.004236211,0.003536318
OTU_135,0,0,0,0,0,0,0.010712701,0.121622662,0.174400405,0.034110459,1.950252811,3.626497533,0.002743785,0.001391111,0.009959734,0.012176878,0.014120704,0.007072636
OTU_107,0,0.004112462,0,0,0,0,0,0,0.001490602,0.140891025,0.007408368,1.247357294,3.462657082,0,0.001422819,0.001739554,0.618486825,0.001768159
OTU_76,0,0,0,0,0,0,0,0,0.002981204,0.002966127,0.011112552,0,0.004115678,0.001391111,5.590256534,0.001739554,0.00141207,0
OTU_227,0.291356912,0.001370821,0,0,1.377226463,0,0.84018181,0.003079055,0.013415416,0.001483063,0,1.020436927,0.002743785,2.131181749,0.001422819,0.005218662,0.032477619,0.001768159
OTU_165,0,0,0,0,0,0,0,0,0,0.00444919,0,0,0,0,0,0,0,0
OTU_137,0.00150184,0,0.04232602,0,0,0,0.515740018,0.255561543,3.695201753,0.189832117,1.087177968,0.025369979,0.010975141,0.015302219,0.005691277,0.003479108,0.005648282,0.008840795
OTU_96,0.00150184,0,0,0,0,0,0.003060772,0,0.002981204,0.001483063,0,0,0,4.892536691,0,0.003479108,0.00141207,0
OTU_180,0,0,0,0,0,0,0.013773472,0.015395274,0.02534023,2.052559767,4.283888652,0.002818887,0.009603249,0.006955554,0.008536915,0.020874648,0.009884493,0.015913431
OTU_238,0.00150184,0.002741641,0,0.001562646,0,0,1.807385642,0.02925102,0.105832725,0.409325503,1.113107255,1.866102889,0.013718927,0.019475551,0.005691277,0.01739554,0.032477619,0.037131339
OTU_280,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0.002782222,0,0,0,0
OTU_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_186,0,0,0,0,0,0,0.003060772,0.132399353,0,0.522038322,0,0,0,0,0,0,0,0
OTU_190,0.00150184,0.002741641,0.001365355,0,0,0,0.555530049,1.299361096,0.433765111,1.054458089,0.448206249,1.558844257,0.002743785,0.009737776,0,0.003479108,0.00141207,0
OTU_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_92,0.006007359,0,0,0,0.001590331,0.003050687,0.012243086,1.194673235,1.30725774,0.071187044,0.003704184,0.201550388,0.004115678,0.002782222,0.288832292,0.090456807,0.217458838,2.226112172
OTU_108,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_103,0,0,0,0,0,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_144,0,0,0,0,0,0,0.001530386,0.006158109,0.001490602,0.317375571,0.007408368,0.001409443,0.002743785,0,0,0.003479108,0,0
OTU_112,0.00150184,0.005483283,0.002730711,0,0.003180662,0.070165805,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_181,0,0,0,0,0,0,0.492784231,0.703564006,0.113285733,1.180518479,0.005556276,2.438336857,0.001371893,0.001391111,0,0.001739554,0,0.005304477
OTU_101,0,0,0,0,0,0,0,0,0.002981204,0,0,0,0,0,4.800591893,0.003479108,0,0
OTU_630,0,0,0.001365355,0,0,0.001525344,0,0,0,0.001483063,0,0.002818887,0,0.001391111,0,0,0,0
OTU_93,0.00300368,4.571687069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_142,0,0,0,0,0,0,0.800391779,1.206989454,1.81704354,0.658480157,0.274109607,0.153629316,0.001371893,0.001391111,0.004268458,0.001739554,0.002824141,0.005304477
OTU_216,0,0,0,0.001562646,0,0,0.515740018,0.05234393,0,0.001483063,0,0.001409443,0,0,0,0,0,0
OTU_174,0,0,0.001365355,0.001562646,0,0,0.58460738,0.409514279,0.660336578,0.038559649,1.161261645,2.038054968,0,0.001391111,0.001422819,0,0.005648282,0
OTU_95,0,0,0,0,4.957061069,0,0.003060772,0,0,0,0.003704184,0,0.004115678,0.002782222,0,0.001739554,0.00141207,0
OTU_170,0,0,0,0,0,0,0.061215432,0,0,0.007415317,0,0,0,0,0,0,0,0
OTU_148,0.00150184,0.001370821,0,0,0,0,2.231302511,0.746670772,0.545560243,0.017796761,0.824180912,0.080338266,0.021950283,0.030604438,0.129476545,0.02609331,0.012708633,0.024754226
OTU_332,0,0,0,0,0,0,0.001530386,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_319,0,0,0,0,0,0,1.320722954,0.090832115,0.241477484,0.465681913,2.639231011,0.070472163,0.002743785,0.002782222,0.001422819,0.003479108,0.004236211,0.005304477
OTU_331,0,0,0,0,0,0,0.032138102,0.314063582,0.178872211,0.025212078,2.931861538,0.00422833,0.024694068,0.009737776,0.903490175,0.019135094,0.012708633,0.030058703
OTU_167,0,0.002741641,0.002730711,2.662749633,0,0.001525344,0.081110448,1.585713186,0.001490602,0,0.003704184,0,0.001371893,0.001391111,0,0,0,0.001768159
OTU_122,0,0,0,0.003125293,0,4.400616239,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157,0,0,0,0,0,0,0.001530386,0.003079055,0.001490602,0.069703981,0,0,0,0,0.001422819,0,0.628371318,4.07383832
OTU_126,0,0,0,0.001562646,0,4.14130783,0,0,0,0,0,0,0.001371893,0,0,0,0,0
OTU_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_145,0,0,0,0,0,0.004576031,0,0.001539527,0,0.005932254,0,0,0,0,0,0,0,0
OTU_191,0,0,0,0,0,0,0,0.001539527,0,0.002966127,0,0,0,0,0,0.001739554,0,0.001768159
OTU_161,0,0,0,0.003125293,0.006361323,0.004576031,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_297,0,0,0,0.006250586,0,0,0,0,0,0,0,0.001409443,0,0,0,0,0,0
OTU_188,0,0,0,0,0.001590331,0,0.857016054,1.727349704,0.402462474,0.618437444,0.050006482,0.218463707,0.005487571,0,0.008536915,0.006958216,0,0
OTU_223,0,0,0,0,0,0,0.061215432,0.001539527,1.665002161,0.053390283,0.007408368,0.002818887,0.002743785,0.001391111,0.005691277,0,0.317715835,1.98387439
OTU_184,0,0,0,0,0,0,0,0.001539527,0.001490602,0.001483063,0.001852092,0,0,2.876817138,0,0,0.00141207,0.003536318
OTU_128,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_177,0,0,0,0,0,0,0.731524417,0.377184204,0.801943745,0.014830634,0.179652918,1.585623679,0.004115678,0.001391111,0.001422819,0.001739554,0.008472422,0
OTU_141,0,0,0,0,0,0,0.250983273,0,0.001490602,0.011864507,0.198173837,3.113460183,0.001371893,0.002782222,0,0.003479108,0,0
OTU_156,0,0,0,0,0.001590331,0,0.162220896,0.078515896,0.020868425,2.889007534,0.492656455,0.023960536,0.004115678,0.006955554,0.004268458,0.001739554,0.002824141,0.007072636
OTU_179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_271,0,0,0,0,0,0,0.001530386,3.73951197,0,0,0,0,0,0,0,0,0,0.001768159
OTU_256,0,0,0,0,0,0,0,0,0,0.001483063,0.016668827,0,0,0,0,0,0,0
